nom_original,nom_correct,code_insee,departement,latitude,longitude,notes
Longchamp,Longchamp,88273,88,48.2173242,6.5292344,Auto-généré depuis GeoJSON
Cheniménil,Cheniménil,88101,88,48.1372787,6.5952271,Auto-généré depuis GeoJSON
Dommartin-sur-Vraine,Dommartin-sur-Vraine,88150,88,48.3424978,5.9143367,Auto-généré depuis GeoJSON
Balléville,Balléville,88031,88,48.3361922,5.8433382,Auto-généré depuis GeoJSON
Gemaingoutte,Gemaingoutte,88193,88,48.2443655,7.1150168,Auto-généré depuis GeoJSON
Éloyes,Éloyes,88158,88,48.0934038,6.6211646,Auto-généré depuis GeoJSON
Portieux,Portieux,88355,88,48.3451415,6.3610365,Auto-généré depuis GeoJSON
Rebeuville,Rebeuville,88376,88,48.3373639,5.7140735,Auto-généré depuis GeoJSON
Sandaucourt,Sandaucourt,88440,88,48.2590104,5.8386599,Auto-généré depuis GeoJSON
Xaffévillers,Xaffévillers,88527,88,48.4108221,6.6028645,Auto-généré depuis GeoJSON
Haye,Haye,88236,88,48.0654568,6.1960565,Auto-généré depuis GeoJSON
Lépanges-sur-Vologne,Lépanges-sur-Vologne,88266,88,48.1793563,6.6695537,Auto-généré depuis GeoJSON
Claudon,Claudon,88105,88,48.0299027,6.0464437,Auto-généré depuis GeoJSON
Dompaire,Dompaire,88151,88,48.2272235,6.2031561,Auto-généré depuis GeoJSON
Fraize,Fraize,88181,88,48.1859966,7.021598,Auto-généré depuis GeoJSON
Houssière,Houssière,88244,88,48.2062079,6.8592198,Auto-généré depuis GeoJSON
Pair-et-Grandrupt,Pair-et-Grandrupt,88341,88,48.2776401,7.0093899,Auto-généré depuis GeoJSON
Roulier,Roulier,88399,88,48.180125,6.6112974,Auto-généré depuis GeoJSON
Saint-Prancher,Saint-Prancher,88433,88,48.3467815,5.9477047,Auto-généré depuis GeoJSON
Tendon,Tendon,88464,88,48.1104852,6.6770109,Auto-généré depuis GeoJSON
Fontenay,Fontenay,88175,88,48.2132771,6.5934901,Auto-généré depuis GeoJSON
Hadigny-les-Verrières,Hadigny-les-Verrières,88224,88,48.3217287,6.4761431,Auto-généré depuis GeoJSON
Harsault,Harsault,88234,88,48.0504975,6.2369843,Auto-généré depuis GeoJSON
Laveline-du-Houx,Laveline-du-Houx,88263,88,48.1407277,6.7086798,Auto-généré depuis GeoJSON
Clézentaine,Clézentaine,88110,88,48.4022331,6.5319963,Auto-généré depuis GeoJSON
Rehaupal,Rehaupal,88380,88,48.1166786,6.7404588,Auto-généré depuis GeoJSON
Thiraucourt,Thiraucourt,88469,88,48.2900082,6.0770751,Auto-généré depuis GeoJSON
Aouze,Aouze,88010,88,48.3818787,5.8661623,Auto-généré depuis GeoJSON
Beauménil,Beauménil,88046,88,48.169075,6.719008,Auto-généré depuis GeoJSON
Hadol,Hadol,88225,88,48.0821413,6.4540631,Auto-généré depuis GeoJSON
Haréville,Haréville,88231,88,48.2045464,6.0195498,Auto-généré depuis GeoJSON
Estrennes,Estrennes,88164,88,48.2597065,6.0505359,Auto-généré depuis GeoJSON
Renauvoid,Renauvoid,88388,88,48.1460673,6.3811206,Auto-généré depuis GeoJSON
Fremifontaine,Fremifontaine,88184,88,48.2624976,6.7002501,Auto-généré depuis GeoJSON
Fréville,Fréville,88189,88,48.3263302,5.6220059,Auto-généré depuis GeoJSON
Légéville-et-Bonfays,Légéville-et-Bonfays,88264,88,48.1877892,6.1585131,Auto-généré depuis GeoJSON
Bruyères,Bruyères,88078,88,48.2116326,6.7200004,Auto-généré depuis GeoJSON
Chapelle-aux-Bois,Chapelle-aux-Bois,88088,88,48.0273461,6.314013,Auto-généré depuis GeoJSON
Saint-Jean-d'Ormont,Saint-Jean-d'Ormont,88419,88,48.3325312,6.988841,Auto-généré depuis GeoJSON
Saulxures-sur-Moselotte,Saulxures-sur-Moselotte,88447,88,47.9532375,6.7699752,Auto-généré depuis GeoJSON
Thuillières,Thuillières,88472,88,48.1533751,6.0120716,Auto-généré depuis GeoJSON
Urville,Urville,88482,88,48.1913493,5.7430546,Auto-généré depuis GeoJSON
Vienville,Vienville,88505,88,48.1790722,6.8448943,Auto-généré depuis GeoJSON
Villotte,Villotte,88510,88,48.106612,5.7694385,Auto-généré depuis GeoJSON
Vincey,Vincey,88513,88,48.3308195,6.3253588,Auto-généré depuis GeoJSON
Harchéchamp,Harchéchamp,88229,88,48.4012025,5.7943143,Auto-généré depuis GeoJSON
Housseras,Housseras,88243,88,48.307068,6.7343797,Auto-généré depuis GeoJSON
Plainfaing,Plainfaing,88349,88,48.137681,7.0400985,Auto-généré depuis GeoJSON
Rouvres-la-Chétive,Rouvres-la-Chétive,88401,88,48.303588,5.7759608,Auto-généré depuis GeoJSON
Sanchey,Sanchey,88439,88,48.1680807,6.367146,Auto-généré depuis GeoJSON
Bussang,Bussang,88081,88,47.8904087,6.8833614,Auto-généré depuis GeoJSON
Provenchères-lès-Darney,Provenchères-lès-Darney,88360,88,48.124704,5.9642041,Auto-généré depuis GeoJSON
Remicourt,Remicourt,88382,88,48.2835201,6.0635697,Auto-généré depuis GeoJSON
Syndicat,Syndicat,88462,88,48.0326679,6.7001695,Auto-généré depuis GeoJSON
Xertigny,Xertigny,88530,88,48.0409637,6.3668525,Auto-généré depuis GeoJSON
Gerbamont,Gerbamont,88197,88,48.0041142,6.766803,Auto-généré depuis GeoJSON
Brouvelieures,Brouvelieures,88076,88,48.242251,6.7290056,Auto-généré depuis GeoJSON
Champdray,Champdray,88085,88,48.124536,6.7600387,Auto-généré depuis GeoJSON
Dombasle-en-Xaintois,Dombasle-en-Xaintois,88139,88,48.31,5.9957101,Auto-généré depuis GeoJSON
Ableuvenettes,Ableuvenettes,88001,88,48.1881401,6.1871925,Auto-généré depuis GeoJSON
Bazegney,Bazegney,88041,88,48.2686378,6.2292915,Auto-généré depuis GeoJSON
Jussarupt,Jussarupt,88256,88,48.1557609,6.7464726,Auto-généré depuis GeoJSON
Liffol-le-Grand,Liffol-le-Grand,88270,88,48.3255812,5.5808676,Auto-généré depuis GeoJSON
Damblain,Damblain,88123,88,48.0891259,5.6673598,Auto-généré depuis GeoJSON
Sapois,Sapois,88442,88,48.0355047,6.7729253,Auto-généré depuis GeoJSON
Vittel,Vittel,88516,88,48.2018657,5.9508045,Auto-généré depuis GeoJSON
Châtenois,Châtenois,88095,88,48.3097592,5.8258636,Auto-généré depuis GeoJSON
Denipaire,Denipaire,88128,88,48.3420159,6.9574995,Auto-généré depuis GeoJSON
Tignécourt,Tignécourt,88473,88,48.0462264,5.8918058,Auto-généré depuis GeoJSON
Aroffe,Aroffe,88013,88,48.4147139,5.9006015,Auto-généré depuis GeoJSON
Grandrupt-de-Bains,Grandrupt-de-Bains,88214,88,48.0634362,6.1758989,Auto-généré depuis GeoJSON
Châtel-sur-Moselle,Châtel-sur-Moselle,88094,88,48.3189688,6.4029779,Auto-généré depuis GeoJSON
Lubine,Lubine,88275,88,48.3199007,7.1702191,Auto-généré depuis GeoJSON
Morizécourt,Morizécourt,88314,88,48.0693681,5.8590987,Auto-généré depuis GeoJSON
Provenchères-et-Colroy,Provenchères-et-Colroy,88361,88,48.3192693,7.0979016,Auto-généré depuis GeoJSON
Robécourt,Robécourt,88390,88,48.1395597,5.7101055,Auto-généré depuis GeoJSON
Attignéville,Attignéville,88015,88,48.3953143,5.8313989,Auto-généré depuis GeoJSON
Frebécourt,Frebécourt,88183,88,48.3838173,5.6769001,Auto-généré depuis GeoJSON
Harol,Harol,88233,88,48.1436407,6.2450999,Auto-généré depuis GeoJSON
Darnieulles,Darnieulles,88126,88,48.196391,6.3325523,Auto-généré depuis GeoJSON
Dombrot-sur-Vair,Dombrot-sur-Vair,88141,88,48.2651878,5.8985595,Auto-généré depuis GeoJSON
Neuveville-devant-Lépanges,Neuveville-devant-Lépanges,88322,88,48.1517918,6.6572171,Auto-généré depuis GeoJSON
Pierrepont-sur-l'Arentèle,Pierrepont-sur-l'Arentèle,88348,88,48.2635525,6.6547438,Auto-généré depuis GeoJSON
Ramecourt,Ramecourt,88368,88,48.3103606,6.0985292,Auto-généré depuis GeoJSON
Valleroy-le-Sec,Valleroy-le-Sec,88490,88,48.1852021,6.0053561,Auto-généré depuis GeoJSON
Gugnécourt,Gugnécourt,88222,88,48.246308,6.6225029,Auto-généré depuis GeoJSON
Hennezel,Hennezel,88238,88,48.0483324,6.1087076,Auto-généré depuis GeoJSON
Dompierre,Dompierre,88152,88,48.251476,6.5700606,Auto-généré depuis GeoJSON
Martigny-les-Gerbonvaux,Martigny-les-Gerbonvaux,88290,88,48.4482266,5.793181,Auto-généré depuis GeoJSON
Martinvelle,Martinvelle,88291,88,47.9931539,6.0113035,Auto-généré depuis GeoJSON
Ameuvelle,Ameuvelle,88007,88,47.9494446,5.9529619,Auto-généré depuis GeoJSON
Ferdrupt,Ferdrupt,88170,88,47.9077522,6.7176877,Auto-généré depuis GeoJSON
Ban-sur-Meurthe-Clefcy,Ban-sur-Meurthe-Clefcy,88106,88,48.1262801,6.9764111,Auto-généré depuis GeoJSON
Ollainville,Ollainville,88336,88,48.2699093,5.8044634,Auto-généré depuis GeoJSON
Vecoux,Vecoux,88498,88,47.9697482,6.6702921,Auto-généré depuis GeoJSON
Viviers-lès-Offroicourt,Viviers-lès-Offroicourt,88518,88,48.2678776,6.0202756,Auto-généré depuis GeoJSON
Jainvillotte,Jainvillotte,88249,88,48.2607774,5.7051455,Auto-généré depuis GeoJSON
Jarménil,Jarménil,88250,88,48.1151961,6.5935637,Auto-généré depuis GeoJSON
Dolaincourt,Dolaincourt,88137,88,48.3385285,5.810886,Auto-généré depuis GeoJSON
Marey,Marey,88287,88,48.1048869,5.9128979,Auto-généré depuis GeoJSON
Ménil,Ménil,88302,88,47.9118322,6.8101974,Auto-généré depuis GeoJSON
Rouvres-en-Xaintois,Rouvres-en-Xaintois,88400,88,48.2976458,6.0195907,Auto-généré depuis GeoJSON
Capavenir Vosges,Capavenir Vosges,88465,88,48.2512462,6.4219796,Auto-généré depuis GeoJSON
Blevaincourt,Blevaincourt,88062,88,48.1209696,5.6984629,Auto-généré depuis GeoJSON
Mandres-sur-Vair,Mandres-sur-Vair,88285,88,48.2207859,5.8838622,Auto-généré depuis GeoJSON
Morville,Morville,88316,88,48.2346485,5.7977304,Auto-généré depuis GeoJSON
Padoux,Padoux,88340,88,48.2900582,6.562264,Auto-généré depuis GeoJSON
Petite-Fosse,Petite-Fosse,88345,88,48.3187002,7.0505396,Auto-généré depuis GeoJSON
Pouxeux,Pouxeux,88358,88,48.0943644,6.5661148,Auto-généré depuis GeoJSON
Saint-Maurice-sur-Moselle,Saint-Maurice-sur-Moselle,88426,88,47.8466073,6.8533721,Auto-généré depuis GeoJSON
Bazoilles-et-Ménil,Bazoilles-et-Ménil,88043,88,48.2588086,6.1049251,Auto-généré depuis GeoJSON
Begnécourt,Begnécourt,88047,88,48.2076279,6.1633924,Auto-généré depuis GeoJSON
Frénois,Frénois,88187,88,48.1840894,6.1215511,Auto-généré depuis GeoJSON
Vervezelle,Vervezelle,88502,88,48.2216928,6.7396485,Auto-généré depuis GeoJSON
Viménil,Viménil,88512,88,48.217472,6.6380314,Auto-généré depuis GeoJSON
Ahéville,Ahéville,88002,88,48.2838765,6.2001998,Auto-généré depuis GeoJSON
Frenelle-la-Grande,Frenelle-la-Grande,88185,88,48.3538707,6.0957618,Auto-généré depuis GeoJSON
Domrémy-la-Pucelle,Domrémy-la-Pucelle,88154,88,48.4403309,5.6550828,Auto-généré depuis GeoJSON
Moncel-sur-Vair,Moncel-sur-Vair,88305,88,48.4257459,5.6996825,Auto-généré depuis GeoJSON
Romain-aux-Bois,Romain-aux-Bois,88394,88,48.0775428,5.7128623,Auto-généré depuis GeoJSON
Saint-Dié-des-Vosges,Saint-Dié-des-Vosges,88413,88,48.2959409,6.9322299,Auto-généré depuis GeoJSON
Dommartin-lès-Vallois,Dommartin-lès-Vallois,88149,88,48.1586345,6.0817908,Auto-généré depuis GeoJSON
Escles,Escles,88161,88,48.1157907,6.164809,Auto-généré depuis GeoJSON
Mont,Mont,88306,88,48.4067118,7.0239462,Auto-généré depuis GeoJSON
Rochesson,Rochesson,88391,88,48.0168004,6.8217994,Auto-généré depuis GeoJSON
Tilleux,Tilleux,88474,88,48.3010997,5.7344293,Auto-généré depuis GeoJSON
Vallois,Vallois,88491,88,48.1630955,6.1170021,Auto-généré depuis GeoJSON
Vieux-Moulin,Vieux-Moulin,88506,88,48.3944459,7.0065126,Auto-généré depuis GeoJSON
Vioménil,Vioménil,88515,88,48.0874106,6.1707215,Auto-généré depuis GeoJSON
Vomécourt,Vomécourt,88521,88,48.314358,6.6138078,Auto-généré depuis GeoJSON
Barbey-Seroux,Barbey-Seroux,88035,88,48.1298062,6.8505914,Auto-généré depuis GeoJSON
Belmont-sur-Buttant,Belmont-sur-Buttant,88050,88,48.2245091,6.7663602,Auto-généré depuis GeoJSON
Bresse,Bresse,88075,88,48.0181684,6.9260279,Auto-généré depuis GeoJSON
Deinvillers,Deinvillers,88127,88,48.4127729,6.5631949,Auto-généré depuis GeoJSON
Ménil-de-Senones,Ménil-de-Senones,88300,88,48.3741991,6.9980858,Auto-généré depuis GeoJSON
Mirecourt,Mirecourt,88304,88,48.2890334,6.1110981,Auto-généré depuis GeoJSON
Saint-Étienne-lès-Remiremont,Saint-Étienne-lès-Remiremont,88415,88,48.031995,6.6260558,Auto-généré depuis GeoJSON
Saulxures-lès-Bulgnéville,Saulxures-lès-Bulgnéville,88446,88,48.1904642,5.8164502,Auto-généré depuis GeoJSON
Senaide,Senaide,88450,88,47.9734224,5.8043764,Auto-généré depuis GeoJSON
Belmont-lès-Darney,Belmont-lès-Darney,88049,88,48.0846389,6.0132921,Auto-généré depuis GeoJSON
Derbamont,Derbamont,88129,88,48.2659307,6.2721317,Auto-généré depuis GeoJSON
Rambervillers,Rambervillers,88367,88,48.3451772,6.6363527,Auto-généré depuis GeoJSON
Saint-Ouen-lès-Parey,Saint-Ouen-lès-Parey,88430,88,48.1698,5.7804183,Auto-généré depuis GeoJSON
Valleroy-aux-Saules,Valleroy-aux-Saules,88489,88,48.2431785,6.13574,Auto-généré depuis GeoJSON
Ménil-en-Xaintois,Ménil-en-Xaintois,88299,88,48.3029506,5.9733732,Auto-généré depuis GeoJSON
Monthureux-le-Sec,Monthureux-le-Sec,88309,88,48.1705596,6.0304533,Auto-généré depuis GeoJSON
Plombières-les-Bains,Plombières-les-Bains,88351,88,47.9725971,6.4346065,Auto-généré depuis GeoJSON
Grand,Grand,88212,88,48.3873228,5.4763189,Auto-généré depuis GeoJSON
Hautmougey,Hautmougey,88235,88,48.027483,6.237435,Auto-généré depuis GeoJSON
Lerrain,Lerrain,88267,88,48.1340702,6.143347,Auto-généré depuis GeoJSON
Brû,Brû,88077,88,48.3539854,6.6873261,Auto-généré depuis GeoJSON
Bulgnéville,Bulgnéville,88079,88,48.2164273,5.8355505,Auto-généré depuis GeoJSON
Chapelle-devant-Bruyères,Chapelle-devant-Bruyères,88089,88,48.1832993,6.8006687,Auto-généré depuis GeoJSON
Cleurie,Cleurie,88109,88,48.0566527,6.6734831,Auto-généré depuis GeoJSON
Domèvre-sur-Durbion,Domèvre-sur-Durbion,88143,88,48.2913298,6.4837403,Auto-généré depuis GeoJSON
Ortoncourt,Ortoncourt,88338,88,48.3691055,6.5098408,Auto-généré depuis GeoJSON
Bettegney-Saint-Brice,Bettegney-Saint-Brice,88055,88,48.3033338,6.318143,Auto-généré depuis GeoJSON
Laval-sur-Vologne,Laval-sur-Vologne,88261,88,48.1929193,6.6922327,Auto-généré depuis GeoJSON
Coinches,Coinches,88111,88,48.2450779,7.0283119,Auto-généré depuis GeoJSON
Faucompierre,Faucompierre,88167,88,48.1394569,6.6631968,Auto-généré depuis GeoJSON
Bellefontaine,Bellefontaine,88048,88,48.005297,6.4618784,Auto-généré depuis GeoJSON
Haillainville,Haillainville,88228,88,48.3913274,6.4993927,Auto-généré depuis GeoJSON
Rancourt,Rancourt,88370,88,48.2189652,6.1126873,Auto-généré depuis GeoJSON
Saint-Michel-sur-Meurthe,Saint-Michel-sur-Meurthe,88428,88,48.3092113,6.8734185,Auto-généré depuis GeoJSON
Grandrupt,Grandrupt,88215,88,48.3687129,7.061738,Auto-généré depuis GeoJSON
Gruey-lès-Surance,Gruey-lès-Surance,88221,88,48.0379147,6.1732576,Auto-généré depuis GeoJSON
Madonne-et-Lamerey,Madonne-et-Lamerey,88281,88,48.2240207,6.2454141,Auto-généré depuis GeoJSON
Saint-Remy,Saint-Remy,88435,88,48.3417758,6.8128381,Auto-généré depuis GeoJSON
Baudricourt,Baudricourt,88039,88,48.3087058,6.0547531,Auto-généré depuis GeoJSON
Gendreville,Gendreville,88195,88,48.236889,5.7169217,Auto-généré depuis GeoJSON
Châtas,Châtas,88093,88,48.3635007,7.0391844,Auto-généré depuis GeoJSON
Dinozé,Dinozé,88134,88,48.1389338,6.4806878,Auto-généré depuis GeoJSON
Dombasle-devant-Darney,Dombasle-devant-Darney,88138,88,48.127692,6.0841723,Auto-généré depuis GeoJSON
Raves,Raves,88375,88,48.262102,7.0399243,Auto-généré depuis GeoJSON
Saint-Stail,Saint-Stail,88436,88,48.3795032,7.0880706,Auto-généré depuis GeoJSON
They-sous-Montfort,They-sous-Montfort,88466,88,48.2289303,5.9694957,Auto-généré depuis GeoJSON
Gérardmer,Gérardmer,88196,88,48.0669188,6.8585655,Auto-généré depuis GeoJSON
Chaumousey,Chaumousey,88098,88,48.1739377,6.3326999,Auto-généré depuis GeoJSON
Doncières,Doncières,88156,88,48.3889876,6.6361106,Auto-généré depuis GeoJSON
Aingeville,Aingeville,88003,88,48.2063209,5.7666234,Auto-généré depuis GeoJSON
Saint-Paul,Saint-Paul,88431,88,48.3331463,5.8869587,Auto-généré depuis GeoJSON
Villoncourt,Villoncourt,88509,88,48.2707256,6.5163935,Auto-généré depuis GeoJSON
Beaufremont,Beaufremont,88045,88,48.2541319,5.7410814,Auto-généré depuis GeoJSON
Gircourt-lès-Viéville,Gircourt-lès-Viéville,88202,88,48.3384633,6.1919683,Auto-généré depuis GeoJSON
Dombrot-le-Sec,Dombrot-le-Sec,88140,88,48.143192,5.8971567,Auto-généré depuis GeoJSON
Domvallier,Domvallier,88155,88,48.3053319,6.0799913,Auto-généré depuis GeoJSON
Maxey-sur-Meuse,Maxey-sur-Meuse,88293,88,48.4473325,5.7127501,Auto-généré depuis GeoJSON
Ban-de-Sapt,Ban-de-Sapt,88033,88,48.3448821,7.0140703,Auto-généré depuis GeoJSON
Jorxey,Jorxey,88254,88,48.3046713,6.2325166,Auto-généré depuis GeoJSON
Maconcourt,Maconcourt,88278,88,48.3609093,5.9332593,Auto-généré depuis GeoJSON
Norroy,Norroy,88332,88,48.2157541,5.9151179,Auto-généré depuis GeoJSON
Oëlleville,Oëlleville,88334,88,48.3356607,6.0230918,Auto-généré depuis GeoJSON
Serocourt,Serocourt,88456,88,48.0971125,5.8912646,Auto-généré depuis GeoJSON
Godoncourt,Godoncourt,88208,88,47.9974415,5.930569,Auto-généré depuis GeoJSON
Charmois-devant-Bruyères,Charmois-devant-Bruyères,88091,88,48.1686629,6.5900837,Auto-généré depuis GeoJSON
Dommartin-aux-Bois,Dommartin-aux-Bois,88147,88,48.1478796,6.2887907,Auto-généré depuis GeoJSON
Nompatelize,Nompatelize,88328,88,48.3278238,6.854788,Auto-généré depuis GeoJSON
Repel,Repel,88389,88,48.3433842,5.9815288,Auto-généré depuis GeoJSON
Sainte-Barbe,Sainte-Barbe,88410,88,48.3919346,6.74706,Auto-généré depuis GeoJSON
Saint-Menge,Saint-Menge,88427,88,48.2892518,5.9527722,Auto-généré depuis GeoJSON
Villouxel,Villouxel,88511,88,48.3468153,5.5772551,Auto-généré depuis GeoJSON
Attigny,Attigny,88016,88,48.0611333,6.0223381,Auto-généré depuis GeoJSON
Hymont,Hymont,88246,88,48.2630444,6.1353577,Auto-généré depuis GeoJSON
Jeuxey,Jeuxey,88253,88,48.2026014,6.4934726,Auto-généré depuis GeoJSON
Liézey,Liézey,88269,88,48.0964069,6.8003935,Auto-généré depuis GeoJSON
Brantigny,Brantigny,88073,88,48.3490765,6.2757469,Auto-généré depuis GeoJSON
Rouges-Eaux,Rouges-Eaux,88398,88,48.2631519,6.8055465,Auto-généré depuis GeoJSON
Frapelle,Frapelle,88182,88,48.2945869,7.0570806,Auto-généré depuis GeoJSON
Isches,Isches,88248,88,48.0193863,5.8174239,Auto-généré depuis GeoJSON
Lamarche,Lamarche,88258,88,48.0612749,5.7673803,Auto-généré depuis GeoJSON
Parey-sous-Montfort,Parey-sous-Montfort,88343,88,48.2511903,5.9425566,Auto-généré depuis GeoJSON
Pargny-sous-Mureau,Pargny-sous-Mureau,88344,88,48.3624187,5.583636,Auto-généré depuis GeoJSON
Relanges,Relanges,88381,88,48.1132803,6.0151518,Auto-généré depuis GeoJSON
Remoncourt,Remoncourt,88385,88,48.2235371,6.0520943,Auto-généré depuis GeoJSON
Trampot,Trampot,88477,88,48.35644,5.445462,Auto-généré depuis GeoJSON
Golbey,Golbey,88209,88,48.1994212,6.4259283,Auto-généré depuis GeoJSON
Martigny-les-Bains,Martigny-les-Bains,88289,88,48.1105134,5.8188343,Auto-généré depuis GeoJSON
Pierrefitte,Pierrefitte,88347,88,48.1638755,6.1747987,Auto-généré depuis GeoJSON
Xaronval,Xaronval,88529,88,48.3738955,6.1824747,Auto-généré depuis GeoJSON
Domèvre-sur-Avière,Domèvre-sur-Avière,88142,88,48.2245964,6.3887929,Auto-généré depuis GeoJSON
Étival-Clairefontaine,Étival-Clairefontaine,88165,88,48.3638965,6.8345212,Auto-généré depuis GeoJSON
Lusse,Lusse,88276,88,48.2866949,7.1210901,Auto-généré depuis GeoJSON
Pleuvezain,Pleuvezain,88350,88,48.3782024,5.9170832,Auto-généré depuis GeoJSON
Vaudéville,Vaudéville,88495,88,48.2306257,6.5380927,Auto-généré depuis GeoJSON
Beulay,Beulay,88057,88,48.3059961,7.0613338,Auto-généré depuis GeoJSON
Fontenoy-le-Château,Fontenoy-le-Château,88176,88,47.9716454,6.1991681,Auto-généré depuis GeoJSON
Celles-sur-Plaine,Celles-sur-Plaine,88082,88,48.4476449,6.9682895,Auto-généré depuis GeoJSON
Damas-aux-Bois,Damas-aux-Bois,88121,88,48.3819019,6.4010129,Auto-généré depuis GeoJSON
Essegney,Essegney,88163,88,48.3800444,6.3447593,Auto-généré depuis GeoJSON
Puzieux,Puzieux,88364,88,48.3322291,6.0977009,Auto-généré depuis GeoJSON
Racécourt,Racécourt,88365,88,48.2588788,6.2026138,Auto-généré depuis GeoJSON
Serécourt,Serécourt,88455,88,48.048285,5.8389181,Auto-généré depuis GeoJSON
Sionne,Sionne,88457,88,48.3982896,5.6310966,Auto-généré depuis GeoJSON
Varmonzey,Varmonzey,88493,88,48.3252473,6.2795098,Auto-généré depuis GeoJSON
Blémerey,Blémerey,88060,88,48.3575437,6.0419899,Auto-généré depuis GeoJSON
Bois-de-Champ,Bois-de-Champ,88064,88,48.2405995,6.7961273,Auto-généré depuis GeoJSON
Mattaincourt,Mattaincourt,88292,88,48.2749705,6.1254806,Auto-généré depuis GeoJSON
Soulosse-sous-Saint-Élophe,Soulosse-sous-Saint-Élophe,88460,88,48.4133357,5.741776,Auto-généré depuis GeoJSON
Ban-de-Laveline,Ban-de-Laveline,88032,88,48.2305053,7.075301,Auto-généré depuis GeoJSON
Courcelles-sous-Châtenois,Courcelles-sous-Châtenois,88117,88,48.328586,5.8163556,Auto-généré depuis GeoJSON
Domptail,Domptail,88153,88,48.4437109,6.6198375,Auto-généré depuis GeoJSON
Fauconcourt,Fauconcourt,88168,88,48.373028,6.5348795,Auto-généré depuis GeoJSON
Ménil-sur-Belvitte,Ménil-sur-Belvitte,88301,88,48.3873542,6.698209,Auto-généré depuis GeoJSON
Anglemont,Anglemont,88008,88,48.3753015,6.6667927,Auto-généré depuis GeoJSON
Frizon,Frizon,88190,88,48.28739,6.3520066,Auto-généré depuis GeoJSON
Granges-Aumontzey,Granges-Aumontzey,88218,88,48.1338372,6.8053937,Auto-généré depuis GeoJSON
Darney,Darney,88124,88,48.0761831,6.0541872,Auto-généré depuis GeoJSON
Dignonville,Dignonville,88133,88,48.2451542,6.4970216,Auto-généré depuis GeoJSON
Mazirot,Mazirot,88295,88,48.3212444,6.1564142,Auto-généré depuis GeoJSON
Mont-lès-Neufchâteau,Mont-lès-Neufchâteau,88308,88,48.3506239,5.6367523,Auto-généré depuis GeoJSON
Marainville-sur-Madon,Marainville-sur-Madon,88286,88,48.3968841,6.1661296,Auto-généré depuis GeoJSON
Moyemont,Moyemont,88318,88,48.3455468,6.5450856,Auto-généré depuis GeoJSON
Saint-Pierremont,Saint-Pierremont,88432,88,48.4368247,6.5849118,Auto-généré depuis GeoJSON
Sans-Vallois,Sans-Vallois,88441,88,48.1592689,6.1036851,Auto-généré depuis GeoJSON
Trémonzey,Trémonzey,88479,88,47.9627398,6.2482075,Auto-généré depuis GeoJSON
Val-d'Ajol,Val-d'Ajol,88487,88,47.9480748,6.520662,Auto-généré depuis GeoJSON
Basse-sur-le-Rupt,Basse-sur-le-Rupt,88037,88,47.9876101,6.7751129,Auto-généré depuis GeoJSON
Bonvillet,Bonvillet,88065,88,48.1018919,6.0635605,Auto-généré depuis GeoJSON
Hagnéville-et-Roncourt,Hagnéville-et-Roncourt,88227,88,48.2444689,5.7859751,Auto-généré depuis GeoJSON
Clerjus,Clerjus,88108,88,47.9735218,6.3243169,Auto-généré depuis GeoJSON
Maroncourt,Maroncourt,88288,88,48.2452261,6.1648939,Auto-généré depuis GeoJSON
