nom_original,nom_correct,code_insee,departement,latitude,longitude,notes
Vandoncourt,Vandoncourt,25586,25,47.4587484,6.9056548,Auto-généré depuis GeoJSON
Vaucluse,Vaucluse,25588,25,47.2446788,6.6911448,Auto-généré depuis GeoJSON
Cernay-l'Église,Cernay-l'Église,25108,25,47.247388,6.8330915,Auto-généré depuis GeoJSON
Côtebrune,Côtebrune,25166,25,47.2521994,6.3094374,Auto-généré depuis GeoJSON
Domprel,Domprel,25203,25,47.1980902,6.4789554,Auto-généré depuis GeoJSON
Goux-lès-Dambelin,Goux-lès-Dambelin,25281,25,47.3975724,6.6783323,Auto-généré depuis GeoJSON
Prétière,Prétière,25470,25,47.4517959,6.6135504,Auto-généré depuis GeoJSON
Reugney,Reugney,25489,25,47.0089825,6.1536437,Auto-généré depuis GeoJSON
Sancey,Sancey,25529,25,47.2942483,6.5732717,Auto-généré depuis GeoJSON
Abbans-Dessous,Abbans-Dessous,25001,25,47.1348498,5.8722903,Auto-généré depuis GeoJSON
Fourcatier-et-Maison-Neuve,Fourcatier-et-Maison-Neuve,25252,25,46.7649668,6.3132087,Auto-généré depuis GeoJSON
Jallerange,Jallerange,25317,25,47.2505458,5.7200076,Auto-généré depuis GeoJSON
Orsans,Orsans,25435,25,47.2473304,6.3839986,Auto-généré depuis GeoJSON
Arbouans,Arbouans,25020,25,47.4892582,6.8055079,Auto-généré depuis GeoJSON
Écurcey,Écurcey,25216,25,47.4046473,6.8068865,Auto-généré depuis GeoJSON
Flangebouche,Flangebouche,25243,25,47.1222267,6.4706012,Auto-généré depuis GeoJSON
Germéfontaine,Germéfontaine,25268,25,47.2282019,6.4912627,Auto-généré depuis GeoJSON
Vaux-les-Prés,Vaux-les-Prés,25593,25,47.23646,5.887648,Auto-généré depuis GeoJSON
Aibre,Aibre,25008,25,47.5524002,6.6976707,Auto-généré depuis GeoJSON
Bolandoz,Bolandoz,25070,25,47.0041046,6.1105891,Auto-généré depuis GeoJSON
Brères,Brères,25090,25,47.0577425,5.8644121,Auto-généré depuis GeoJSON
Buffard,Buffard,25098,25,47.0348623,5.8276234,Auto-généré depuis GeoJSON
Cademène,Cademène,25106,25,47.0933007,6.0258651,Auto-généré depuis GeoJSON
Étupes,Étupes,25228,25,47.5071061,6.8697098,Auto-généré depuis GeoJSON
Mathay,Mathay,25370,25,47.4388663,6.7692041,Auto-généré depuis GeoJSON
Bief,Bief,25061,25,47.3231151,6.7790494,Auto-généré depuis GeoJSON
Bosse,Bosse,25077,25,47.1445921,6.6478666,Auto-généré depuis GeoJSON
Ougney-Douvot,Ougney-Douvot,25439,25,47.3179721,6.2704343,Auto-généré depuis GeoJSON
Saint-Juan,Saint-Juan,25520,25,47.2846338,6.3482121,Auto-généré depuis GeoJSON
Vellerot-lès-Belvoir,Vellerot-lès-Belvoir,25595,25,47.3441055,6.5890589,Auto-généré depuis GeoJSON
Dung,Dung,25207,25,47.5074313,6.7422808,Auto-généré depuis GeoJSON
Gellin,Gellin,25263,25,46.7254038,6.2378175,Auto-généré depuis GeoJSON
Pont-les-Moulins,Pont-les-Moulins,25465,25,47.326278,6.3665391,Auto-généré depuis GeoJSON
Tallenay,Tallenay,25557,25,47.3066492,6.0215483,Auto-généré depuis GeoJSON
Bondeval,Bondeval,25071,25,47.4330886,6.8441112,Auto-généré depuis GeoJSON
Crosey-le-Grand,Crosey-le-Grand,25177,25,47.3469273,6.5272181,Auto-généré depuis GeoJSON
Étalans,Étalans,25222,25,47.1653903,6.2556783,Auto-généré depuis GeoJSON
Frasne,Frasne,25259,25,46.8545499,6.1447469,Auto-généré depuis GeoJSON
Huanne-Montmartin,Huanne-Montmartin,25310,25,47.4306572,6.3460558,Auto-généré depuis GeoJSON
Passonfontaine,Passonfontaine,25447,25,47.099328,6.416357,Auto-généré depuis GeoJSON
Rigney,Rigney,25490,25,47.3874365,6.1782085,Auto-généré depuis GeoJSON
Villers-Saint-Martin,Villers-Saint-Martin,25626,25,47.3428172,6.4010757,Auto-généré depuis GeoJSON
Chapelle-d'Huin,Chapelle-d'Huin,25122,25,46.9317351,6.1657539,Auto-généré depuis GeoJSON
Charbonnières-les-Sapins,Charbonnières-les-Sapins,25123,25,47.1485917,6.2096675,Auto-généré depuis GeoJSON
Étrabonne,Étrabonne,25225,25,47.2322944,5.7358264,Auto-généré depuis GeoJSON
Étrappe,Étrappe,25226,25,47.4716905,6.5762416,Auto-généré depuis GeoJSON
Vergranne,Vergranne,25602,25,47.4070952,6.3899424,Auto-généré depuis GeoJSON
Malbuisson,Malbuisson,25361,25,46.7966973,6.314771,Auto-généré depuis GeoJSON
Passavant,Passavant,25446,25,47.278566,6.3945401,Auto-généré depuis GeoJSON
Boussières,Boussières,25084,25,47.1498297,5.9002125,Auto-généré depuis GeoJSON
Bremondans,Bremondans,25089,25,47.2325277,6.3961811,Auto-généré depuis GeoJSON
Bugny,Bugny,25099,25,46.9972858,6.3587547,Auto-généré depuis GeoJSON
Deluz,Deluz,25197,25,47.2983332,6.1910801,Auto-généré depuis GeoJSON
Lougres,Lougres,25350,25,47.4709753,6.6809555,Auto-généré depuis GeoJSON
Semondans,Semondans,25540,25,47.5400632,6.6904733,Auto-généré depuis GeoJSON
Vennes,Vennes,25600,25,47.1563499,6.540938,Auto-généré depuis GeoJSON
Chapelle-des-Bois,Chapelle-des-Bois,25121,25,46.6077378,6.1125585,Auto-généré depuis GeoJSON
Lomont-sur-Crête,Lomont-sur-Crête,25341,25,47.3383082,6.4396517,Auto-généré depuis GeoJSON
Roset-Fluans,Roset-Fluans,25502,25,47.1526562,5.8307349,Auto-généré depuis GeoJSON
Urtière,Urtière,25573,25,47.257696,6.9225649,Auto-généré depuis GeoJSON
Ville-du-Pont,Ville-du-Pont,25620,25,46.9988923,6.4989227,Auto-généré depuis GeoJSON
Fournet-Blancheroche,Fournet-Blancheroche,25255,25,47.1707924,6.8279294,Auto-généré depuis GeoJSON
Levier,Levier,25334,25,46.9673529,6.132954,Auto-généré depuis GeoJSON
Russey,Russey,25512,25,47.1537624,6.7285885,Auto-généré depuis GeoJSON
Trépot,Trépot,25569,25,47.1734997,6.1690104,Auto-généré depuis GeoJSON
Battenans-les-Mines,Battenans-les-Mines,25045,25,47.4032845,6.2727058,Auto-généré depuis GeoJSON
Cléron,Cléron,25155,25,47.083596,6.0691933,Auto-généré depuis GeoJSON
Damprichard,Damprichard,25193,25,47.2376351,6.8738788,Auto-généré depuis GeoJSON
Lanans,Lanans,25324,25,47.2904683,6.442725,Auto-généré depuis GeoJSON
Taillecourt,Taillecourt,25555,25,47.4938004,6.8521505,Auto-généré depuis GeoJSON
Villers-sous-Montrond,Villers-sous-Montrond,25628,25,47.152475,6.086674,Auto-généré depuis GeoJSON
Auxons,Auxons,25035,25,47.2988206,5.953766,Auto-généré depuis GeoJSON
Charquemont,Charquemont,25127,25,47.2044786,6.8462471,Auto-généré depuis GeoJSON
Provenchère,Provenchère,25471,25,47.2903706,6.6417069,Auto-généré depuis GeoJSON
Romain,Romain,25499,25,47.4450875,6.3795074,Auto-généré depuis GeoJSON
Chaffois,Chaffois,25110,25,46.9150138,6.2509802,Auto-généré depuis GeoJSON
Colombier-Fontaine,Colombier-Fontaine,25159,25,47.4466183,6.6887945,Auto-généré depuis GeoJSON
Grand'Combe-des-Bois,Grand'Combe-des-Bois,25286,25,47.1323111,6.7719312,Auto-généré depuis GeoJSON
Maisons-du-Bois-Lièvremont,Maisons-du-Bois-Lièvremont,25357,25,46.9767692,6.4195688,Auto-généré depuis GeoJSON
Vellerot-lès-Vercel,Vellerot-lès-Vercel,25596,25,47.2450027,6.4432134,Auto-généré depuis GeoJSON
Blussans,Blussans,25067,25,47.4154242,6.6120041,Auto-généré depuis GeoJSON
Fontain,Fontain,25245,25,47.1949359,6.0392233,Auto-généré depuis GeoJSON
Recologne,Recologne,25482,25,47.2739582,5.8370104,Auto-généré depuis GeoJSON
Saint-Julien-lès-Russey,Saint-Julien-lès-Russey,25522,25,47.2182883,6.7283177,Auto-généré depuis GeoJSON
Villedieu,Villedieu,25619,25,46.716489,6.2666964,Auto-généré depuis GeoJSON
Bizot,Bizot,25062,25,47.1369865,6.672976,Auto-généré depuis GeoJSON
Blussangeaux,Blussangeaux,25066,25,47.4380625,6.6192126,Auto-généré depuis GeoJSON
Chamesey,Chamesey,25113,25,47.2374388,6.6308119,Auto-généré depuis GeoJSON
Chaux-lès-Passavant,Chaux-lès-Passavant,25141,25,47.2388545,6.3479384,Auto-généré depuis GeoJSON
Gondenans-les-Moulins,Gondenans-les-Moulins,25277,25,47.4667095,6.3806188,Auto-généré depuis GeoJSON
Grand-Charmont,Grand-Charmont,25284,25,47.5339188,6.8207154,Auto-généré depuis GeoJSON
Guillon-les-Bains,Guillon-les-Bains,25299,25,47.317715,6.3953086,Auto-généré depuis GeoJSON
Pouilley-les-Vignes,Pouilley-les-Vignes,25467,25,47.2635333,5.9339002,Auto-généré depuis GeoJSON
Vauchamps,Vauchamps,25587,25,47.2716129,6.2459919,Auto-généré depuis GeoJSON
Fertans,Fertans,25236,25,47.0569568,6.0673355,Auto-généré depuis GeoJSON
Longevelle-sur-Doubs,Longevelle-sur-Doubs,25345,25,47.4594017,6.6444679,Auto-généré depuis GeoJSON
Médière,Médière,25372,25,47.4625706,6.5996487,Auto-généré depuis GeoJSON
Pompierre-sur-Doubs,Pompierre-sur-Doubs,25461,25,47.4242325,6.5229117,Auto-généré depuis GeoJSON
Saint-Hilaire,Saint-Hilaire,25518,25,47.3352182,6.2445155,Auto-généré depuis GeoJSON
Villers-Buzon,Villers-Buzon,25622,25,47.2288276,5.8557284,Auto-généré depuis GeoJSON
Abbévillers,Abbévillers,25004,25,47.4283466,6.9201348,Auto-généré depuis GeoJSON
Amathay-Vésigneux,Amathay-Vésigneux,25016,25,47.0229155,6.1968114,Auto-généré depuis GeoJSON
Bretigney,Bretigney,25093,25,47.4875603,6.6335508,Auto-généré depuis GeoJSON
Eysson,Eysson,25231,25,47.2030498,6.4301435,Auto-généré depuis GeoJSON
Fessevillers,Fessevillers,25238,25,47.2790206,6.9216227,Auto-généré depuis GeoJSON
Glère,Glère,25275,25,47.3475882,6.9799095,Auto-généré depuis GeoJSON
Onans,Onans,25431,25,47.4969828,6.6019872,Auto-généré depuis GeoJSON
Orve,Orve,25436,25,47.3379126,6.5582465,Auto-généré depuis GeoJSON
Plaimbois-Vennes,Plaimbois-Vennes,25457,25,47.1871018,6.5552749,Auto-généré depuis GeoJSON
Velesmes-Essarts,Velesmes-Essarts,25594,25,47.1875603,5.8683005,Auto-généré depuis GeoJSON
Villers-Grélot,Villers-Grélot,25624,25,47.3621805,6.2380912,Auto-généré depuis GeoJSON
Badevel,Badevel,25040,25,47.5029393,6.9358057,Auto-généré depuis GeoJSON
Bavans,Bavans,25048,25,47.4812014,6.73091,Auto-généré depuis GeoJSON
Chazot,Chazot,25145,25,47.3294978,6.5383933,Auto-généré depuis GeoJSON
Chevroz,Chevroz,25153,25,47.3288504,5.9963715,Auto-généré depuis GeoJSON
Larnod,Larnod,25328,25,47.1757041,5.9745484,Auto-généré depuis GeoJSON
Métabief,Métabief,25380,25,46.7659458,6.3518238,Auto-généré depuis GeoJSON
Voujeaucourt,Voujeaucourt,25632,25,47.473604,6.7837094,Auto-généré depuis GeoJSON
Adam-lès-Vercel,Adam-lès-Vercel,25007,25,47.1614805,6.3907254,Auto-généré depuis GeoJSON
Arguel,Arguel,25027,25,47.1851333,6.008866,Auto-généré depuis GeoJSON
Écot,Écot,25214,25,47.4251393,6.7329847,Auto-généré depuis GeoJSON
Fins,Fins,25240,25,47.0840503,6.6266849,Auto-généré depuis GeoJSON
Petite-Chaux,Petite-Chaux,25451,25,46.6836937,6.1628182,Auto-généré depuis GeoJSON
Placey,Placey,25455,25,47.2571045,5.847091,Auto-généré depuis GeoJSON
Sainte-Anne,Sainte-Anne,25513,25,46.9527226,5.9852218,Auto-généré depuis GeoJSON
Cluse-et-Mijoux,Cluse-et-Mijoux,25157,25,46.8591354,6.3863943,Auto-généré depuis GeoJSON
Froidevaux,Froidevaux,25261,25,47.3016968,6.6905058,Auto-généré depuis GeoJSON
Germondans,Germondans,25269,25,47.4136531,6.2034187,Auto-généré depuis GeoJSON
Mouthier-Haute-Pierre,Mouthier-Haute-Pierre,25415,25,47.0319722,6.2783044,Auto-généré depuis GeoJSON
Osselle-Routelle,Osselle-Routelle,25438,25,47.1520163,5.8600959,Auto-généré depuis GeoJSON
Péseux,Péseux,25449,25,47.3188884,6.6891933,Auto-généré depuis GeoJSON
Uzelle,Uzelle,25574,25,47.4666552,6.4531954,Auto-généré depuis GeoJSON
Aïssey,Aïssey,25009,25,47.2686638,6.32558,Auto-généré depuis GeoJSON
Arc-sous-Montenot,Arc-sous-Montenot,25026,25,46.9172,6.0088129,Auto-généré depuis GeoJSON
Busy,Busy,25103,25,47.1688789,5.9498355,Auto-généré depuis GeoJSON
Chalèze,Chalèze,25111,25,47.2612534,6.0961507,Auto-généré depuis GeoJSON
Dommartin,Dommartin,25201,25,46.9272741,6.312882,Auto-généré depuis GeoJSON
Flagey,Flagey,25241,25,47.0499941,6.1112358,Auto-généré depuis GeoJSON
Grand'Combe-Châteleu,Grand'Combe-Châteleu,25285,25,47.0133996,6.5527443,Auto-généré depuis GeoJSON
Lanthenans,Lanthenans,25327,25,47.3909161,6.6240769,Auto-généré depuis GeoJSON
Montbéliardot,Montbéliardot,25389,25,47.1795826,6.6665772,Auto-généré depuis GeoJSON
Ornans,Ornans,25434,25,47.0981677,6.1547104,Auto-généré depuis GeoJSON
Saint-Maurice-Colombier,Saint-Maurice-Colombier,25524,25,47.4276197,6.6491213,Auto-généré depuis GeoJSON
Vaire-Arcier,Vaire-Arcier,25575,25,47.2757225,6.1518421,Auto-généré depuis GeoJSON
Vaudrivillers,Vaudrivillers,25590,25,47.2891067,6.4244031,Auto-généré depuis GeoJSON
Adam-lès-Passavant,Adam-lès-Passavant,25006,25,47.3069757,6.3651795,Auto-généré depuis GeoJSON
Belleherbe,Belleherbe,25051,25,47.2657551,6.6612163,Auto-généré depuis GeoJSON
Faimbe,Faimbe,25232,25,47.4847915,6.6170493,Auto-généré depuis GeoJSON
Mémont,Mémont,25373,25,47.1617841,6.691912,Auto-généré depuis GeoJSON
Roche-lès-Clerval,Roche-lès-Clerval,25496,25,47.3631901,6.4689051,Auto-généré depuis GeoJSON
Saint-Gorgon-Main,Saint-Gorgon-Main,25517,25,47.0165457,6.3336218,Auto-généré depuis GeoJSON
Val-de-Roulans,Val-de-Roulans,25579,25,47.3575901,6.2658985,Auto-généré depuis GeoJSON
Échevannes,Échevannes,25211,25,47.0678617,6.2372429,Auto-généré depuis GeoJSON
Geneuille,Geneuille,25265,25,47.3218745,5.972369,Auto-généré depuis GeoJSON
Moutherot,Moutherot,25414,25,47.2442864,5.7318251,Auto-généré depuis GeoJSON
Sainte-Marie,Sainte-Marie,25523,25,47.499331,6.6907138,Auto-généré depuis GeoJSON
Samson,Samson,25528,25,47.0529277,5.8813079,Auto-généré depuis GeoJSON
Sarrageois,Sarrageois,25534,25,46.7085706,6.230964,Auto-généré depuis GeoJSON
Scey-Maisières,Scey-Maisières,25537,25,47.1131238,6.0860206,Auto-généré depuis GeoJSON
Surmont,Surmont,25554,25,47.2723358,6.6089227,Auto-généré depuis GeoJSON
Amagney,Amagney,25014,25,47.3033636,6.1447647,Auto-généré depuis GeoJSON
Beure,Beure,25058,25,47.2024166,6.0033817,Auto-généré depuis GeoJSON
Bonnay,Bonnay,25073,25,47.3257043,6.0398333,Auto-généré depuis GeoJSON
Chaux-Neuve,Chaux-Neuve,25142,25,46.6581051,6.1437657,Auto-généré depuis GeoJSON
Chenecey-Buillon,Chenecey-Buillon,25149,25,47.1357385,5.9697871,Auto-généré depuis GeoJSON
Cour-Saint-Maurice,Cour-Saint-Maurice,25173,25,47.2645637,6.71084,Auto-généré depuis GeoJSON
Cussey-sur-l'Ognon,Cussey-sur-l'Ognon,25186,25,47.3287836,5.9404557,Auto-généré depuis GeoJSON
Montjoie-le-Château,Montjoie-le-Château,25402,25,47.3463102,6.892868,Auto-généré depuis GeoJSON
Raynans,Raynans,25481,25,47.5354271,6.7192496,Auto-généré depuis GeoJSON
Rougemontot,Rougemontot,25506,25,47.3876739,6.2610548,Auto-généré depuis GeoJSON
Grandfontaine,Grandfontaine,25287,25,47.1964705,5.8977569,Auto-généré depuis GeoJSON
Houtaud,Houtaud,25309,25,46.9158212,6.2980333,Auto-généré depuis GeoJSON
Marchaux,Marchaux,25368,25,47.3224691,6.1163888,Auto-généré depuis GeoJSON
Rang,Rang,25479,25,47.4226362,6.5595337,Auto-généré depuis GeoJSON
Saint-Julien-lès-Montbéliard,Saint-Julien-lès-Montbéliard,25521,25,47.5194352,6.7080235,Auto-généré depuis GeoJSON
Tarcenay,Tarcenay,25558,25,47.1636006,6.1048616,Auto-généré depuis GeoJSON
Beutal,Beutal,25059,25,47.4767236,6.6319992,Auto-généré depuis GeoJSON
Byans-sur-Doubs,Byans-sur-Doubs,25105,25,47.1111676,5.8452207,Auto-généré depuis GeoJSON
Mandeure,Mandeure,25367,25,47.4317056,6.8146477,Auto-généré depuis GeoJSON
Audeux,Audeux,25030,25,47.2585954,5.8683336,Auto-généré depuis GeoJSON
Pontarlier,Pontarlier,25462,25,46.9136303,6.3886049,Auto-généré depuis GeoJSON
Gondenans-Montby,Gondenans-Montby,25276,25,47.4433117,6.4564217,Auto-généré depuis GeoJSON
Hôpitaux-Vieux,Hôpitaux-Vieux,25308,25,46.803666,6.3998879,Auto-généré depuis GeoJSON
Moncley,Moncley,25383,25,47.3062438,5.8980483,Auto-généré depuis GeoJSON
Silley-Bléfond,Silley-Bléfond,25546,25,47.3234333,6.3346454,Auto-généré depuis GeoJSON
Avanne-Aveney,Avanne-Aveney,25036,25,47.2009338,5.9529436,Auto-généré depuis GeoJSON
Dannemarie,Dannemarie,25194,25,47.3873195,6.8979908,Auto-généré depuis GeoJSON
Ferrières-le-Lac,Ferrières-le-Lac,25234,25,47.2680501,6.8858857,Auto-généré depuis GeoJSON
Montbéliard,Montbéliard,25388,25,47.5181459,6.7888937,Auto-généré depuis GeoJSON
Orchamps-Vennes,Orchamps-Vennes,25432,25,47.1086764,6.5140356,Auto-généré depuis GeoJSON
Pugey,Pugey,25473,25,47.1734657,5.9954545,Auto-généré depuis GeoJSON
Rognon,Rognon,25498,25,47.4208431,6.3080117,Auto-généré depuis GeoJSON
Chaucenne,Chaucenne,25136,25,47.2843481,5.8970149,Auto-généré depuis GeoJSON
Combes,Combes,25160,25,47.0474542,6.533173,Auto-généré depuis GeoJSON
Courcelles,Courcelles,25171,25,47.1039209,5.9628337,Auto-généré depuis GeoJSON
Esnans,Esnans,25221,25,47.3322598,6.323295,Auto-généré depuis GeoJSON
Issans,Issans,25316,25,47.524767,6.7319518,Auto-généré depuis GeoJSON
Montflovin,Montflovin,25398,25,46.9946893,6.4339144,Auto-généré depuis GeoJSON
Nans,Nans,25419,25,47.4794769,6.4095016,Auto-généré depuis GeoJSON
Viéthorey,Viéthorey,25613,25,47.4193658,6.4206119,Auto-généré depuis GeoJSON
