nom_original,nom_correct,code_insee,departement,latitude,longitude,notes
Sellières,Sellières,39508,39,46.8273201,5.5540881,Auto-généré depuis GeoJSON
Buvilly,Buvilly,39081,39,46.87075,5.7258841,Auto-généré depuis GeoJSON
Châtel-de-Joux,Châtel-de-Joux,39118,39,46.5263659,5.7994405,Auto-généré depuis GeoJSON
Chêne-Sec,Chêne-Sec,39140,39,46.8587639,5.4363792,Auto-généré depuis GeoJSON
Pointre,Pointre,39432,39,47.2230109,5.4882023,Auto-généré depuis GeoJSON
Saint-Loup,Saint-Loup,39490,39,46.9950811,5.3074421,Auto-généré depuis GeoJSON
Sapois,Sapois,39503,39,46.7476302,5.9468918,Auto-généré depuis GeoJSON
Tour-du-Meix,Tour-du-Meix,39534,39,46.5189845,5.6669312,Auto-généré depuis GeoJSON
Uxelles,Uxelles,39538,39,46.6035164,5.7871982,Auto-généré depuis GeoJSON
Vercia,Vercia,39549,39,46.5973689,5.4488523,Auto-généré depuis GeoJSON
Boissia,Boissia,39061,39,46.5803015,5.7188758,Auto-généré depuis GeoJSON
Meussia,Meussia,39328,39,46.4951783,5.7464995,Auto-généré depuis GeoJSON
Aromas,Aromas,39018,39,46.2965936,5.4892015,Auto-généré depuis GeoJSON
Frasne-les-Meulières,Frasne-les-Meulières,39238,39,47.1936449,5.5021373,Auto-généré depuis GeoJSON
Lavangeot,Lavangeot,39284,39,47.1517185,5.6068769,Auto-généré depuis GeoJSON
Lemuy,Lemuy,39291,39,46.8906117,5.9847308,Auto-généré depuis GeoJSON
Mont-sous-Vaudrey,Mont-sous-Vaudrey,39365,39,46.9642539,5.6001904,Auto-généré depuis GeoJSON
Mutigney,Mutigney,39377,39,47.2836107,5.5296129,Auto-généré depuis GeoJSON
Piards,Piards,39417,39,46.4932116,5.8240129,Auto-généré depuis GeoJSON
Ravilloles,Ravilloles,39453,39,46.4365131,5.7953005,Auto-généré depuis GeoJSON
Bletterans,Bletterans,39056,39,46.7310874,5.4287839,Auto-généré depuis GeoJSON
Charcier,Charcier,39107,39,46.6312159,5.7589376,Auto-généré depuis GeoJSON
Charency,Charency,39108,39,46.7654292,5.9908551,Auto-généré depuis GeoJSON
Fort-du-Plasne,Fort-du-Plasne,39232,39,46.6215743,5.977832,Auto-généré depuis GeoJSON
Saint-Didier,Saint-Didier,39480,39,46.7101163,5.5182964,Auto-généré depuis GeoJSON
Saint-Maurice-Crillat,Saint-Maurice-Crillat,39493,39,46.5648902,5.8291115,Auto-généré depuis GeoJSON
Villard-sur-Bienne,Villard-sur-Bienne,39562,39,46.4896679,5.8961779,Auto-généré depuis GeoJSON
Augisey,Augisey,39027,39,46.5545352,5.496945,Auto-généré depuis GeoJSON
Bonnaud,Bonnaud,39064,39,46.6194799,5.4317836,Auto-généré depuis GeoJSON
Bretenières,Bretenières,39077,39,46.9224795,5.5367745,Auto-généré depuis GeoJSON
Chaux-Champagny,Chaux-Champagny,39133,39,46.8846044,5.8809764,Auto-généré depuis GeoJSON
Favière,Favière,39221,39,46.7482812,6.0369642,Auto-généré depuis GeoJSON
Monay,Monay,39342,39,46.8368426,5.5955244,Auto-généré depuis GeoJSON
Nevy-sur-Seille,Nevy-sur-Seille,39388,39,46.734398,5.6418509,Auto-généré depuis GeoJSON
Taxenne,Taxenne,39527,39,47.222916,5.6872982,Auto-généré depuis GeoJSON
Vernantois,Vernantois,39552,39,46.6229892,5.5799381,Auto-généré depuis GeoJSON
Moissey,Moissey,39335,39,47.1916422,5.5297607,Auto-généré depuis GeoJSON
Saligney,Saligney,39499,39,47.2213406,5.6402148,Auto-généré depuis GeoJSON
Chisséria,Chisséria,39148,39,46.375879,5.5731695,Auto-généré depuis GeoJSON
Darbonnay,Darbonnay,39191,39,46.8255209,5.6089982,Auto-généré depuis GeoJSON
Miéry,Miéry,39330,39,46.8053293,5.6648183,Auto-généré depuis GeoJSON
Montmirey-la-Ville,Montmirey-la-Ville,39360,39,47.2187227,5.5158722,Auto-généré depuis GeoJSON
Vertamboz,Vertamboz,39556,39,46.599069,5.7409876,Auto-généré depuis GeoJSON
Vriange,Vriange,39584,39,47.1834579,5.5834999,Auto-généré depuis GeoJSON
Brans,Brans,39074,39,47.2182,5.5783552,Auto-généré depuis GeoJSON
Fontenu,Fontenu,39230,39,46.6730913,5.8127654,Auto-généré depuis GeoJSON
Montaigu,Montaigu,39348,39,46.6533212,5.5721228,Auto-généré depuis GeoJSON
Nozeroy,Nozeroy,39391,39,46.7699869,6.0377324,Auto-généré depuis GeoJSON
Pasquier,Pasquier,39406,39,46.7970151,5.8995362,Auto-généré depuis GeoJSON
Vannoz,Vannoz,39543,39,46.7754678,5.9123048,Auto-généré depuis GeoJSON
Villard-Saint-Sauveur,Villard-Saint-Sauveur,39560,39,46.3611939,5.8654597,Auto-généré depuis GeoJSON
Messia-sur-Sorne,Messia-sur-Sorne,39327,39,46.6610283,5.5161234,Auto-généré depuis GeoJSON
Prémanon,Prémanon,39441,39,46.4490747,6.0334751,Auto-généré depuis GeoJSON
Crenans,Crenans,39179,39,46.4658993,5.7380359,Auto-généré depuis GeoJSON
Doye,Doye,39203,39,46.7728631,6.0152138,Auto-généré depuis GeoJSON
Ferté,Ferté,39223,39,46.9445117,5.6541484,Auto-généré depuis GeoJSON
Mièges,Mièges,39329,39,46.7901028,6.0450857,Auto-généré depuis GeoJSON
Bretenière,Bretenière,39076,39,47.130254,5.664299,Auto-généré depuis GeoJSON
Dampierre,Dampierre,39190,39,47.1680633,5.7419996,Auto-généré depuis GeoJSON
Larrivoire,Larrivoire,39280,39,46.336811,5.7911023,Auto-généré depuis GeoJSON
Montain,Montain,39349,39,46.7204267,5.5751533,Auto-généré depuis GeoJSON
Our,Our,39400,39,47.1177127,5.6456765,Auto-généré depuis GeoJSON
Repôts,Repôts,39457,39,46.6834685,5.4182777,Auto-généré depuis GeoJSON
Rixouse,Rixouse,39460,39,46.4667716,5.8667262,Auto-généré depuis GeoJSON
Vincelles,Vincelles,39576,39,46.6103753,5.4640147,Auto-généré depuis GeoJSON
Censeau,Censeau,39083,39,46.8182353,6.0773244,Auto-généré depuis GeoJSON
Chatonnay,Chatonnay,39123,39,46.4257752,5.5466561,Auto-généré depuis GeoJSON
Dammartin-Marpain,Dammartin-Marpain,39188,39,47.2538896,5.5519351,Auto-généré depuis GeoJSON
Marigny,Marigny,39313,39,46.6800993,5.7846264,Auto-généré depuis GeoJSON
Mathenay,Mathenay,39319,39,46.9338911,5.6847828,Auto-généré depuis GeoJSON
Mesnois,Mesnois,39326,39,46.5906581,5.6750346,Auto-généré depuis GeoJSON
Peintre,Peintre,39409,39,47.1987523,5.4706605,Auto-généré depuis GeoJSON
Pin,Pin,39421,39,46.7064424,5.5682131,Auto-généré depuis GeoJSON
Thervay,Thervay,39528,39,47.2429801,5.610782,Auto-généré depuis GeoJSON
Abergement-le-Grand,Abergement-le-Grand,39002,39,46.9117967,5.6727637,Auto-généré depuis GeoJSON
Bourcia,Bourcia,39069,39,46.3431524,5.4044177,Auto-généré depuis GeoJSON
Champdivers,Champdivers,39099,39,47.006057,5.3962053,Auto-généré depuis GeoJSON
Hautecour,Hautecour,39265,39,46.5599743,5.7841166,Auto-généré depuis GeoJSON
Mournans-Charbonny,Mournans-Charbonny,39372,39,46.7740696,5.9880243,Auto-généré depuis GeoJSON
Vitreux,Vitreux,39581,39,47.2545586,5.6726063,Auto-généré depuis GeoJSON
Abergement-lès-Thésy,Abergement-lès-Thésy,39004,39,46.914531,5.9439002,Auto-généré depuis GeoJSON
Aumur,Aumur,39029,39,47.0612371,5.3336156,Auto-généré depuis GeoJSON
Authume,Authume,39030,39,47.1250925,5.5066858,Auto-généré depuis GeoJSON
Brainans,Brainans,39073,39,46.8723953,5.6253755,Auto-généré depuis GeoJSON
Choux,Choux,39151,39,46.3010914,5.7712154,Auto-généré depuis GeoJSON
Gevingey,Gevingey,39251,39,46.636498,5.5085118,Auto-généré depuis GeoJSON
Lavans-lès-Saint-Claude,Lavans-lès-Saint-Claude,39286,39,46.3914094,5.7796627,Auto-généré depuis GeoJSON
Malange,Malange,39308,39,47.1878231,5.6091422,Auto-généré depuis GeoJSON
Ougney,Ougney,39398,39,47.2392203,5.6588109,Auto-généré depuis GeoJSON
Planches-près-Arbois,Planches-près-Arbois,39425,39,46.8806313,5.8108262,Auto-généré depuis GeoJSON
Recanoz,Recanoz,39454,39,46.8095316,5.5056897,Auto-généré depuis GeoJSON
Balaiseaux,Balaiseaux,39034,39,46.9689759,5.4609958,Auto-généré depuis GeoJSON
Frébuans,Frébuans,39241,39,46.6505244,5.4823577,Auto-généré depuis GeoJSON
Nanc-lès-Saint-Amour,Nanc-lès-Saint-Amour,39378,39,46.4187415,5.3448465,Auto-généré depuis GeoJSON
Passenans,Passenans,39407,39,46.807009,5.6242862,Auto-généré depuis GeoJSON
Saint-Thiébaud,Saint-Thiébaud,39495,39,46.9719442,5.8775242,Auto-généré depuis GeoJSON
Villers-Robert,Villers-Robert,39571,39,46.9653741,5.5186005,Auto-généré depuis GeoJSON
Amange,Amange,39008,39,47.1690456,5.563767,Auto-généré depuis GeoJSON
Champagne-sur-Loue,Champagne-sur-Loue,39095,39,47.0324858,5.8048467,Auto-généré depuis GeoJSON
Mignovillard,Mignovillard,39331,39,46.7783262,6.1334006,Auto-généré depuis GeoJSON
Saint-Claude,Saint-Claude,39478,39,46.4074352,5.863975,Auto-généré depuis GeoJSON
Arsures,Arsures,39019,39,46.9523933,5.7828287,Auto-généré depuis GeoJSON
Barretaine,Barretaine,39040,39,46.8098794,5.7217528,Auto-généré depuis GeoJSON
Maynal,Maynal,39320,39,46.5684122,5.4112774,Auto-généré depuis GeoJSON
Montagna-le-Reconduit,Montagna-le-Reconduit,39346,39,46.4548895,5.3899186,Auto-généré depuis GeoJSON
Thésy,Thésy,39529,39,46.9069866,5.924081,Auto-généré depuis GeoJSON
Asnans-Beauvoisin,Asnans-Beauvoisin,39022,39,46.9385087,5.3963836,Auto-généré depuis GeoJSON
