nom_original,nom_correct,code_insee,departement,latitude,longitude,notes
Velleminfroy,Velleminfroy,70537,70,47.6587654,6.3196073,Auto-généré depuis GeoJSON
Aroz,Aroz,70028,70,47.6147591,6.0069818,Auto-généré depuis GeoJSON
Brevilliers,Brevilliers,70096,70,47.5773785,6.7993488,Auto-généré depuis GeoJSON
Écromagny,Écromagny,70210,70,47.7936064,6.5665907,Auto-généré depuis GeoJSON
Vellexon-Queutrey-et-Vaudey,Vellexon-Queutrey-et-Vaudey,70539,70,47.55839,5.8078744,Auto-généré depuis GeoJSON
Anchenoncourt-et-Chazel,Anchenoncourt-et-Chazel,70017,70,47.8637611,6.1153978,Auto-généré depuis GeoJSON
Belfahy,Belfahy,70061,70,47.7866795,6.7329905,Auto-généré depuis GeoJSON
Fresne-Saint-Mamès,Fresne-Saint-Mamès,70255,70,47.5511433,5.8564091,Auto-généré depuis GeoJSON
Saulnot,Saulnot,70477,70,47.570218,6.6333078,Auto-généré depuis GeoJSON
Tincey-et-Pontrebeau,Tincey-et-Pontrebeau,70502,70,47.5996448,5.7806413,Auto-généré depuis GeoJSON
Bâties,Bâties,70053,70,47.5040985,5.8935879,Auto-généré depuis GeoJSON
Bay,Bay,70057,70,47.2966716,5.7108477,Auto-généré depuis GeoJSON
Betoncourt-Saint-Pancras,Betoncourt-Saint-Pancras,70069,70,47.9209577,6.1837869,Auto-généré depuis GeoJSON
Colombotte,Colombotte,70164,70,47.667582,6.286183,Auto-généré depuis GeoJSON
Froideconche,Froideconche,70258,70,47.8367749,6.4162676,Auto-généré depuis GeoJSON
Magny-lès-Jussey,Magny-lès-Jussey,70320,70,47.8537938,5.9770584,Auto-généré depuis GeoJSON
Mantoche,Mantoche,70331,70,47.4261497,5.5229509,Auto-généré depuis GeoJSON
Sainte-Marie-en-Chaux,Sainte-Marie-en-Chaux,70470,70,47.7954027,6.3005095,Auto-généré depuis GeoJSON
Bousseraucourt,Bousseraucourt,70091,70,47.9630889,5.9353299,Auto-généré depuis GeoJSON
Bussières,Bussières,70107,70,47.3478406,5.9856154,Auto-généré depuis GeoJSON
Combeaufontaine,Combeaufontaine,70165,70,47.707792,5.8955002,Auto-généré depuis GeoJSON
Montbozon,Montbozon,70357,70,47.4571641,6.2543339,Auto-généré depuis GeoJSON
Saint-Marcel,Saint-Marcel,70468,70,47.8252308,5.8219758,Auto-généré depuis GeoJSON
Autoreille,Autoreille,70039,70,47.3701489,5.828481,Auto-généré depuis GeoJSON
Bougnon,Bougnon,70079,70,47.69468,6.1050246,Auto-généré depuis GeoJSON
Dampierre-lès-Conflans,Dampierre-lès-Conflans,70196,70,47.8429875,6.1729642,Auto-généré depuis GeoJSON
Miellin,Miellin,70345,70,47.8076923,6.7506149,Auto-généré depuis GeoJSON
Vilory,Vilory,70569,70,47.7283673,6.2264831,Auto-généré depuis GeoJSON
Granges-le-Bourg,Granges-le-Bourg,70277,70,47.576487,6.5897124,Auto-généré depuis GeoJSON
Melin,Melin,70337,70,47.7425523,5.8268417,Auto-généré depuis GeoJSON
Vereux,Vereux,70546,70,47.5293259,5.6372608,Auto-généré depuis GeoJSON
Barges,Barges,70049,70,47.8664976,5.8403518,Auto-généré depuis GeoJSON
Cirey,Cirey,70154,70,47.4178651,6.1335637,Auto-généré depuis GeoJSON
Grattery,Grattery,70278,70,47.6693138,6.0832499,Auto-généré depuis GeoJSON
Lavigney,Lavigney,70298,70,47.7128163,5.8072957,Auto-généré depuis GeoJSON
Malbouhans,Malbouhans,70328,70,47.7133774,6.5806582,Auto-généré depuis GeoJSON
Proiselière-et-Langle,Proiselière-et-Langle,70425,70,47.80948,6.4856559,Auto-généré depuis GeoJSON
Senargent-Mignafans,Senargent-Mignafans,70487,70,47.566015,6.5342373,Auto-généré depuis GeoJSON
Ternuay-Melay-et-Saint-Hilaire,Ternuay-Melay-et-Saint-Hilaire,70498,70,47.7980703,6.6323531,Auto-généré depuis GeoJSON
Ailloncourt,Ailloncourt,70007,70,47.7581936,6.3930745,Auto-généré depuis GeoJSON
Bourguignon-lès-Conflans,Bourguignon-lès-Conflans,70087,70,47.8158588,6.1590331,Auto-généré depuis GeoJSON
Gevigney-et-Mercey,Gevigney-et-Mercey,70267,70,47.7938897,5.9370378,Auto-généré depuis GeoJSON
Navenne,Navenne,70378,70,47.6044107,6.1616643,Auto-généré depuis GeoJSON
Provenchère,Provenchère,70426,70,47.7238515,6.1260804,Auto-généré depuis GeoJSON
Villers-Vaudey,Villers-Vaudey,70568,70,47.6732638,5.7543775,Auto-généré depuis GeoJSON
Sornay,Sornay,70494,70,47.2824339,5.6922519,Auto-généré depuis GeoJSON
Vandelans,Vandelans,70519,70,47.4010849,6.1581355,Auto-généré depuis GeoJSON
Besnans,Besnans,70065,70,47.4493698,6.2525591,Auto-généré depuis GeoJSON
Chambornay-lès-Pin,Chambornay-lès-Pin,70119,70,47.3379723,5.9060447,Auto-généré depuis GeoJSON
Champtonnay,Champtonnay,70124,70,47.3726511,5.6573973,Auto-généré depuis GeoJSON
Chapelle-lès-Luxeuil,Chapelle-lès-Luxeuil,70128,70,47.774389,6.3918396,Auto-généré depuis GeoJSON
Esprels,Esprels,70219,70,47.5442159,6.3649571,Auto-généré depuis GeoJSON
Menoux,Menoux,70341,70,47.806308,6.102559,Auto-généré depuis GeoJSON
Nantilly,Nantilly,70376,70,47.4572864,5.5298049,Auto-généré depuis GeoJSON
Valay,Valay,70514,70,47.3333107,5.632011,Auto-généré depuis GeoJSON
Bresilley,Bresilley,70092,70,47.2628507,5.6313682,Auto-généré depuis GeoJSON
Frahier-et-Chatebier,Frahier-et-Chatebier,70248,70,47.6574519,6.7528081,Auto-généré depuis GeoJSON
Granges-la-Ville,Granges-la-Ville,70276,70,47.5702052,6.5653064,Auto-généré depuis GeoJSON
Neuvelle-lès-Cromary,Neuvelle-lès-Cromary,70383,70,47.4059137,6.0684901,Auto-généré depuis GeoJSON
Chambornay-lès-Bellevaux,Chambornay-lès-Bellevaux,70118,70,47.3920236,6.1007434,Auto-généré depuis GeoJSON
Coisevaux,Coisevaux,70160,70,47.5891413,6.7081815,Auto-généré depuis GeoJSON
Héricourt,Héricourt,70285,70,47.5681565,6.7621559,Auto-généré depuis GeoJSON
Oppenans,Oppenans,70395,70,47.5865124,6.3856071,Auto-généré depuis GeoJSON
Villafans,Villafans,70552,70,47.5796674,6.478516,Auto-généré depuis GeoJSON
Conflans-sur-Lanterne,Conflans-sur-Lanterne,70168,70,47.8127332,6.2106837,Auto-généré depuis GeoJSON
Gézier-et-Fontenelay,Gézier-et-Fontenelay,70268,70,47.3622974,5.8913647,Auto-généré depuis GeoJSON
Mailley-et-Chazelot,Mailley-et-Chazelot,70324,70,47.5295934,6.05059,Auto-généré depuis GeoJSON
Velorcey,Velorcey,70541,70,47.7854335,6.2524872,Auto-généré depuis GeoJSON
Vellemoz,Vellemoz,70538,70,47.4767352,5.7903774,Auto-généré depuis GeoJSON
Basse-Vaivre,Basse-Vaivre,70051,70,47.9491765,6.0475019,Auto-généré depuis GeoJSON
Betaucourt,Betaucourt,70066,70,47.8659617,5.9211717,Auto-généré depuis GeoJSON
Chapelle-Saint-Quillain,Chapelle-Saint-Quillain,70129,70,47.4853884,5.8122803,Auto-généré depuis GeoJSON
Fretigney-et-Velloreille,Fretigney-et-Velloreille,70257,70,47.4900139,5.933554,Auto-généré depuis GeoJSON
Lœuilley,Lœuilley,70305,70,47.467802,5.4050571,Auto-généré depuis GeoJSON
Montjustin-et-Velotte,Montjustin-et-Velotte,70364,70,47.6135814,6.3770215,Auto-généré depuis GeoJSON
Vy-lès-Rupt,Vy-lès-Rupt,70582,70,47.6427044,5.8901534,Auto-généré depuis GeoJSON
Selles,Selles,70485,70,47.9705068,6.0931676,Auto-généré depuis GeoJSON
Aisey-et-Richecourt,Aisey-et-Richecourt,70009,70,47.8888217,5.9551761,Auto-généré depuis GeoJSON
Bourguignon-lès-Morey,Bourguignon-lès-Morey,70089,70,47.7111519,5.7058193,Auto-généré depuis GeoJSON
Couthenans,Couthenans,70184,70,47.591609,6.7246393,Auto-généré depuis GeoJSON
Lomont,Lomont,70306,70,47.6256436,6.6001871,Auto-généré depuis GeoJSON
Volon,Volon,70574,70,47.6246258,5.7397241,Auto-généré depuis GeoJSON
Roche-sur-Linotte-et-Sorans-les-Cordiers,Roche-sur-Linotte-et-Sorans-les-Cordiers,70449,70,47.4734729,6.1948682,Auto-généré depuis GeoJSON
Servigney,Servigney,70490,70,47.7328354,6.3011272,Auto-généré depuis GeoJSON
Bonnevent-Velloreille,Bonnevent-Velloreille,70076,70,47.3937351,5.9275041,Auto-généré depuis GeoJSON
Fresse,Fresse,70256,70,47.7612723,6.6703518,Auto-généré depuis GeoJSON
Mélecey,Mélecey,70336,70,47.5260519,6.4875854,Auto-généré depuis GeoJSON
Mersuay,Mersuay,70343,70,47.7893734,6.1448664,Auto-généré depuis GeoJSON
Neurey-lès-la-Demie,Neurey-lès-la-Demie,70381,70,47.5653216,6.2033924,Auto-généré depuis GeoJSON
Sainte-Marie-en-Chanois,Sainte-Marie-en-Chanois,70469,70,47.8387429,6.5220746,Auto-généré depuis GeoJSON
Aboncourt-Gesincourt,Aboncourt-Gesincourt,70002,70,47.7660322,5.9704742,Auto-généré depuis GeoJSON
Delain,Delain,70201,70,47.5909498,5.6436018,Auto-généré depuis GeoJSON
Fallon,Fallon,70226,70,47.5106159,6.4769292,Auto-généré depuis GeoJSON
Pontcey,Pontcey,70417,70,47.6276151,6.0323368,Auto-généré depuis GeoJSON
Romaine,Romaine,70418,70,47.5389327,5.8983161,Auto-généré depuis GeoJSON
Vellechevreux-et-Courbenans,Vellechevreux-et-Courbenans,70530,70,47.5390712,6.5523189,Auto-généré depuis GeoJSON
Brussey,Brussey,70102,70,47.3088812,5.8098479,Auto-généré depuis GeoJSON
Charcenne,Charcenne,70130,70,47.3683838,5.7741877,Auto-généré depuis GeoJSON
Chauvirey-le-Vieil,Chauvirey-le-Vieil,70144,70,47.7782168,5.7564855,Auto-généré depuis GeoJSON
Cuve,Cuve,70194,70,47.9109616,6.2166593,Auto-généré depuis GeoJSON
Faymont,Faymont,70229,70,47.6052798,6.5996475,Auto-généré depuis GeoJSON
Fontaine-lès-Luxeuil,Fontaine-lès-Luxeuil,70240,70,47.8579515,6.3395795,Auto-généré depuis GeoJSON
Liévans,Liévans,70303,70,47.6348972,6.3423448,Auto-généré depuis GeoJSON
Magny-Vernois,Magny-Vernois,70321,70,47.6703953,6.468759,Auto-généré depuis GeoJSON
Montdoré,Montdoré,70360,70,47.9266129,6.0816492,Auto-généré depuis GeoJSON
Raincourt,Raincourt,70436,70,47.8612599,5.8902356,Auto-généré depuis GeoJSON
Sauvigney-lès-Pesmes,Sauvigney-lès-Pesmes,70480,70,47.3068852,5.5676189,Auto-généré depuis GeoJSON
Servance,Servance,70489,70,47.8200381,6.6952586,Auto-généré depuis GeoJSON
Chantes,Chantes,70127,70,47.6227357,5.926383,Auto-généré depuis GeoJSON
Étrelles-et-la-Montbleuse,Étrelles-et-la-Montbleuse,70222,70,47.4775724,5.8597345,Auto-généré depuis GeoJSON
Roche-Morey,Roche-Morey,70373,70,47.6885247,5.7520499,Auto-généré depuis GeoJSON
Fédry,Fédry,70230,70,47.6165568,5.8848693,Auto-généré depuis GeoJSON
Saint-Valbert,Saint-Valbert,70475,70,47.8550494,6.3912439,Auto-généré depuis GeoJSON
Sauvigney-lès-Gray,Sauvigney-lès-Gray,70479,70,47.453232,5.7349257,Auto-généré depuis GeoJSON
Seveux,Seveux,70491,70,47.5283538,5.7681811,Auto-généré depuis GeoJSON
Vaivre-et-Montoille,Vaivre-et-Montoille,70513,70,47.6397325,6.104369,Auto-généré depuis GeoJSON
Amoncourt,Amoncourt,70015,70,47.7356405,6.0580082,Auto-généré depuis GeoJSON
Bruyère,Bruyère,70103,70,47.8122317,6.4709359,Auto-généré depuis GeoJSON
Champlitte,Champlitte,70122,70,47.633822,5.5209308,Auto-généré depuis GeoJSON
Faucogney-et-la-Mer,Faucogney-et-la-Mer,70227,70,47.8282003,6.5929089,Auto-généré depuis GeoJSON
Gourgeon,Gourgeon,70272,70,47.7192573,5.8488342,Auto-généré depuis GeoJSON
Ormoy,Ormoy,70399,70,47.8849485,5.9915448,Auto-généré depuis GeoJSON
Val-Saint-Éloi,Val-Saint-Éloi,70518,70,47.7391217,6.181599,Auto-généré depuis GeoJSON
Velet,Velet,70529,70,47.426295,5.5638649,Auto-généré depuis GeoJSON
Barre,Barre,70050,70,47.4081926,6.1712653,Auto-généré depuis GeoJSON
Cintrey,Cintrey,70153,70,47.7541777,5.751015,Auto-généré depuis GeoJSON
Creuse,Creuse,70186,70,47.6834313,6.3522976,Auto-généré depuis GeoJSON
Germigney,Germigney,70265,70,47.3679461,5.5235606,Auto-généré depuis GeoJSON
Lure,Lure,70310,70,47.6785341,6.5009861,Auto-généré depuis GeoJSON
Magny-Jobert,Magny-Jobert,70319,70,47.6483065,6.6091296,Auto-généré depuis GeoJSON
Mélisey,Mélisey,70339,70,47.7625764,6.5653846,Auto-généré depuis GeoJSON
Mont-Saint-Léger,Mont-Saint-Léger,70369,70,47.6364305,5.7941035,Auto-généré depuis GeoJSON
Ovanches,Ovanches,70401,70,47.6323605,5.9571789,Auto-généré depuis GeoJSON
Résie-Saint-Martin,Résie-Saint-Martin,70444,70,47.3080739,5.6092315,Auto-généré depuis GeoJSON
Rupt-sur-Saône,Rupt-sur-Saône,70457,70,47.6488014,5.9295493,Auto-généré depuis GeoJSON
Saint-Germain,Saint-Germain,70464,70,47.7206655,6.5183662,Auto-généré depuis GeoJSON
Aillevans,Aillevans,70005,70,47.5875774,6.4197939,Auto-généré depuis GeoJSON
Bouhans-lès-Lure,Bouhans-lès-Lure,70081,70,47.6973123,6.4356206,Auto-généré depuis GeoJSON
Buffignécourt,Buffignécourt,70106,70,47.810764,6.0199668,Auto-généré depuis GeoJSON
Cornot,Cornot,70175,70,47.6898624,5.8426835,Auto-généré depuis GeoJSON
Malans,Malans,70327,70,47.2667776,5.5974303,Auto-généré depuis GeoJSON
Mollans,Mollans,70351,70,47.6482911,6.3919253,Auto-généré depuis GeoJSON
Pisseure,Pisseure,70411,70,47.8620588,6.2271759,Auto-généré depuis GeoJSON
Poyans,Poyans,70422,70,47.4449498,5.4774003,Auto-généré depuis GeoJSON
Quincey,Quincey,70433,70,47.5966501,6.1958948,Auto-généré depuis GeoJSON
Grande-Résie,Grande-Résie,70443,70,47.3350787,5.5610708,Auto-généré depuis GeoJSON
Venère,Venère,70542,70,47.3586681,5.6774288,Auto-généré depuis GeoJSON
Vernois-sur-Mance,Vernois-sur-Mance,70548,70,47.8399002,5.7766985,Auto-généré depuis GeoJSON
Secenans,Secenans,70484,70,47.5492198,6.5690583,Auto-généré depuis GeoJSON
Traves,Traves,70504,70,47.60627,5.9613056,Auto-généré depuis GeoJSON
Breuchotte,Breuchotte,70094,70,47.8321639,6.4666932,Auto-généré depuis GeoJSON
Cerre-lès-Noroy,Cerre-lès-Noroy,70115,70,47.5898824,6.316562,Auto-généré depuis GeoJSON
Chagey,Chagey,70116,70,47.6224115,6.735422,Auto-généré depuis GeoJSON
Esmoulières,Esmoulières,70217,70,47.8507828,6.6168772,Auto-généré depuis GeoJSON
Fontenois-lès-Montbozon,Fontenois-lès-Montbozon,70243,70,47.4862954,6.2330009,Auto-généré depuis GeoJSON
Mignavillers,Mignavillers,70347,70,47.5881418,6.5553779,Auto-généré depuis GeoJSON
Montboillon,Montboillon,70356,70,47.3819197,5.9140294,Auto-généré depuis GeoJSON
Pennesières,Pennesières,70405,70,47.498492,6.0960357,Auto-généré depuis GeoJSON
Bonboillon,Bonboillon,70075,70,47.3392486,5.6986089,Auto-généré depuis GeoJSON
Breuches,Breuches,70093,70,47.8013019,6.3259998,Auto-généré depuis GeoJSON
Charmes-Saint-Valbert,Charmes-Saint-Valbert,70135,70,47.7303759,5.7068701,Auto-généré depuis GeoJSON
Dampierre-sur-Salon,Dampierre-sur-Salon,70198,70,47.5724461,5.6714775,Auto-généré depuis GeoJSON
Équevilley,Équevilley,70214,70,47.7778898,6.1831596,Auto-généré depuis GeoJSON
Girefontaine,Girefontaine,70269,70,47.8947853,6.172531,Auto-généré depuis GeoJSON
Quers,Quers,70432,70,47.723449,6.4421936,Auto-généré depuis GeoJSON
Rochelle,Rochelle,70450,70,47.7552986,5.7235865,Auto-généré depuis GeoJSON
Tavey,Tavey,70497,70,47.5613099,6.741523,Auto-généré depuis GeoJSON
Beulotte-Saint-Laurent,Beulotte-Saint-Laurent,70071,70,47.8700134,6.6696645,Auto-généré depuis GeoJSON
Fontenois-la-Ville,Fontenois-la-Ville,70242,70,47.936642,6.1772659,Auto-généré depuis GeoJSON
Frédéric-Fontaine,Frédéric-Fontaine,70254,70,47.6491003,6.6296465,Auto-généré depuis GeoJSON
Lavoncourt,Lavoncourt,70299,70,47.6214972,5.7758467,Auto-généré depuis GeoJSON
Ormenans,Ormenans,70397,70,47.4582688,6.2188954,Auto-généré depuis GeoJSON
Passavant-la-Rochère,Passavant-la-Rochère,70404,70,47.9841574,6.0624916,Auto-généré depuis GeoJSON
Vanne,Vanne,70520,70,47.6018113,5.8483744,Auto-généré depuis GeoJSON
Autrey-lès-Cerre,Autrey-lès-Cerre,70040,70,47.6132651,6.3442085,Auto-généré depuis GeoJSON
Bourbévelle,Bourbévelle,70086,70,47.912813,5.9468517,Auto-généré depuis GeoJSON
Crevans-et-la-Chapelle-lès-Granges,Crevans-et-la-Chapelle-lès-Granges,70187,70,47.5509437,6.5913814,Auto-généré depuis GeoJSON
Cromary,Cromary,70189,70,47.3617475,6.0672265,Auto-généré depuis GeoJSON
Denèvre,Denèvre,70204,70,47.5576615,5.6433486,Auto-généré depuis GeoJSON
Fleurey-lès-Saint-Loup,Fleurey-lès-Saint-Loup,70238,70,47.9237843,6.2900713,Auto-généré depuis GeoJSON
Gouhenans,Gouhenans,70271,70,47.6141476,6.4884655,Auto-généré depuis GeoJSON
Mont-le-Vernois,Mont-le-Vernois,70367,70,47.6028835,6.0615724,Auto-généré depuis GeoJSON
Preigney,Preigney,70423,70,47.7623439,5.7866714,Auto-généré depuis GeoJSON
Saint-Loup-sur-Semouse,Saint-Loup-sur-Semouse,70467,70,47.8883192,6.2675209,Auto-généré depuis GeoJSON
Chaux-lès-Port,Chaux-lès-Port,70146,70,47.7176364,6.0463331,Auto-généré depuis GeoJSON
Igny,Igny,70289,70,47.4809567,5.7568779,Auto-généré depuis GeoJSON
Lyoffans,Lyoffans,70313,70,47.6445937,6.5895572,Auto-généré depuis GeoJSON
Mailleroncourt-Charette,Mailleroncourt-Charette,70322,70,47.7294072,6.2653667,Auto-généré depuis GeoJSON
Molay,Molay,70350,70,47.7352182,5.735458,Auto-généré depuis GeoJSON
Montcourt,Montcourt,70359,70,47.9316908,5.959554,Auto-généré depuis GeoJSON
Montessaux,Montessaux,70361,70,47.7379733,6.5649689,Auto-généré depuis GeoJSON
Ranzevelle,Ranzevelle,70437,70,47.9061872,5.9818898,Auto-généré depuis GeoJSON
Alaincourt,Alaincourt,70010,70,47.9498945,6.1004765,Auto-généré depuis GeoJSON
Mailleroncourt-Saint-Pancras,Mailleroncourt-Saint-Pancras,70323,70,47.9305855,6.1421008,Auto-généré depuis GeoJSON
Oigney,Oigney,70392,70,47.7548331,5.8509174,Auto-généré depuis GeoJSON
Polaincourt-et-Clairefontaine,Polaincourt-et-Clairefontaine,70415,70,47.8740283,6.0667582,Auto-généré depuis GeoJSON
Ray-sur-Saône,Ray-sur-Saône,70438,70,47.5890841,5.81429,Auto-généré depuis GeoJSON
Beveuge,Beveuge,70072,70,47.5603102,6.4898461,Auto-généré depuis GeoJSON
