nom_original,nom_correct,code_insee,departement,latitude,longitude,notes
Bourbach-le-Haut,Bourbach-le-Haut,68046,68,47.8050207,7.0272267,Auto-généré depuis GeoJSON
Hagenthal-le-Haut,Hagenthal-le-Haut,68121,68,47.5206608,7.4555804,Auto-généré depuis GeoJSON
Ingersheim,Ingersheim,68155,68,48.1001697,7.3083533,Auto-généré depuis GeoJSON
Mittlach,Mittlach,68210,68,47.9899885,7.0212596,Auto-généré depuis GeoJSON
Mollau,Mollau,68213,68,47.8611047,6.9683173,Auto-généré depuis GeoJSON
Petit-Landau,Petit-Landau,68254,68,47.7362176,7.5168026,Auto-généré depuis GeoJSON
Ranspach,Ranspach,68262,68,47.9030804,7.0184188,Auto-généré depuis GeoJSON
Waltenheim,Waltenheim,68357,68,47.6560603,7.4251922,Auto-généré depuis GeoJSON
Wittersdorf,Wittersdorf,68377,68,47.6185492,7.27436,Auto-généré depuis GeoJSON
Fulleren,Fulleren,68100,68,47.5905453,7.1569704,Auto-généré depuis GeoJSON
Levoncourt,Levoncourt,68181,68,47.4501418,7.1966962,Auto-généré depuis GeoJSON
Meyenheim,Meyenheim,68205,68,47.9162095,7.369039,Auto-généré depuis GeoJSON
Murbach,Murbach,68229,68,47.9150703,7.1291826,Auto-généré depuis GeoJSON
Nambsheim,Nambsheim,68230,68,47.9431405,7.5598991,Auto-généré depuis GeoJSON
Ostheim,Ostheim,68252,68,48.1571034,7.3766941,Auto-généré depuis GeoJSON
Ottmarsheim,Ottmarsheim,68253,68,47.7882183,7.492437,Auto-généré depuis GeoJSON
Wettolsheim,Wettolsheim,68365,68,48.0518195,7.3074043,Auto-généré depuis GeoJSON
Magstatt-le-Bas,Magstatt-le-Bas,68197,68,47.6361369,7.4113778,Auto-généré depuis GeoJSON
Pulversheim,Pulversheim,68258,68,47.8413495,7.2993714,Auto-généré depuis GeoJSON
Ranspach-le-Bas,Ranspach-le-Bas,68263,68,47.585642,7.4442356,Auto-généré depuis GeoJSON
Westhalten,Westhalten,68364,68,47.9727038,7.2503986,Auto-généré depuis GeoJSON
Widensolen,Widensolen,68367,68,48.0564938,7.4828498,Auto-généré depuis GeoJSON
Aspach,Aspach,68010,68,47.6431827,7.2331674,Auto-généré depuis GeoJSON
Aspach-Michelbach,Aspach-Michelbach,68012,68,47.7756918,7.1246696,Auto-généré depuis GeoJSON
Falkwiller,Falkwiller,68086,68,47.6806079,7.1286219,Auto-généré depuis GeoJSON
Guémar,Guémar,68113,68,48.1958805,7.4144494,Auto-généré depuis GeoJSON
Hagenthal-le-Bas,Hagenthal-le-Bas,68120,68,47.5301792,7.4775795,Auto-généré depuis GeoJSON
Labaroche,Labaroche,68173,68,48.1087965,7.19279,Auto-généré depuis GeoJSON
Logelheim,Logelheim,68189,68,48.0220979,7.4193679,Auto-généré depuis GeoJSON
Magstatt-le-Haut,Magstatt-le-Haut,68198,68,47.6272404,7.3940831,Auto-généré depuis GeoJSON
Bollwiller,Bollwiller,68043,68,47.8528109,7.2466421,Auto-généré depuis GeoJSON
Dannemarie,Dannemarie,68068,68,47.6252214,7.119042,Auto-généré depuis GeoJSON
Hunawihr,Hunawihr,68147,68,48.1845382,7.2984231,Auto-généré depuis GeoJSON
Niedermorschwihr,Niedermorschwihr,68237,68,48.1004778,7.2555562,Auto-généré depuis GeoJSON
Oberlarg,Oberlarg,68243,68,47.450552,7.2309874,Auto-généré depuis GeoJSON
Zellenberg,Zellenberg,68383,68,48.173724,7.340087,Auto-généré depuis GeoJSON
Rodern,Rodern,68280,68,48.2368932,7.3106342,Auto-généré depuis GeoJSON
Bantzenheim,Bantzenheim,68020,68,47.8212545,7.5150315,Auto-généré depuis GeoJSON
Walbach,Walbach,68354,68,48.0711012,7.2066171,Auto-généré depuis GeoJSON
Biesheim,Biesheim,68036,68,48.0477596,7.5407385,Auto-généré depuis GeoJSON
Gunsbach,Gunsbach,68117,68,48.0625053,7.1633006,Auto-généré depuis GeoJSON
Kunheim,Kunheim,68172,68,48.0778016,7.5438232,Auto-généré depuis GeoJSON
Reiningue,Reiningue,68267,68,47.7584761,7.212674,Auto-généré depuis GeoJSON
Steinsoultz,Steinsoultz,68325,68,47.5604575,7.3501016,Auto-généré depuis GeoJSON
Husseren-les-Châteaux,Husseren-les-Châteaux,68150,68,48.0340144,7.276494,Auto-généré depuis GeoJSON
Strueth,Strueth,68330,68,47.5761301,7.1128115,Auto-généré depuis GeoJSON
Goldbach-Altenbach,Goldbach-Altenbach,68106,68,47.8797524,7.102418,Auto-généré depuis GeoJSON
Jebsheim,Jebsheim,68157,68,48.1277757,7.482868,Auto-généré depuis GeoJSON
Roggenhouse,Roggenhouse,68281,68,47.8842153,7.4748663,Auto-généré depuis GeoJSON
Kiffis,Kiffis,68165,68,47.4429836,7.3521365,Auto-généré depuis GeoJSON
Mooslargue,Mooslargue,68216,68,47.5120106,7.2133968,Auto-généré depuis GeoJSON
Berentzwiller,Berentzwiller,68027,68,47.5800217,7.3850252,Auto-généré depuis GeoJSON
Horbourg-Wihr,Horbourg-Wihr,68145,68,48.08475,7.4047314,Auto-généré depuis GeoJSON
Vœgtlinshoffen,Vœgtlinshoffen,68350,68,48.0269647,7.2539102,Auto-généré depuis GeoJSON
Biederthal,Biederthal,68035,68,47.4729629,7.4309615,Auto-généré depuis GeoJSON
Habsheim,Habsheim,68118,68,47.7275902,7.4318402,Auto-généré depuis GeoJSON
Issenheim,Issenheim,68156,68,47.9055909,7.2596803,Auto-généré depuis GeoJSON
Kappelen,Kappelen,68160,68,47.6191354,7.4404342,Auto-généré depuis GeoJSON
Montreux-Jeune,Montreux-Jeune,68214,68,47.6018569,7.0231226,Auto-généré depuis GeoJSON
Balschwiller,Balschwiller,68018,68,47.6737195,7.1591086,Auto-généré depuis GeoJSON
Kaysersberg Vignoble,Kaysersberg Vignoble,68162,68,48.1499135,7.2627531,Auto-généré depuis GeoJSON
Kembs,Kembs,68163,68,47.6758725,7.5030994,Auto-généré depuis GeoJSON
Richwiller,Richwiller,68270,68,47.7855512,7.2798325,Auto-généré depuis GeoJSON
Aubure,Aubure,68014,68,48.1987124,7.2153259,Auto-généré depuis GeoJSON
Beblenheim,Beblenheim,68023,68,48.1603254,7.337791,Auto-généré depuis GeoJSON
Brinckheim,Brinckheim,68054,68,47.6217129,7.4551261,Auto-généré depuis GeoJSON
Metzeral,Metzeral,68204,68,47.9975103,7.0232198,Auto-généré depuis GeoJSON
Michelbach-le-Bas,Michelbach-le-Bas,68207,68,47.5936949,7.4673963,Auto-généré depuis GeoJSON
Retzwiller,Retzwiller,68268,68,47.6299143,7.0848878,Auto-généré depuis GeoJSON
Attenschwiller,Attenschwiller,68013,68,47.5690173,7.4667317,Auto-généré depuis GeoJSON
Biltzheim,Biltzheim,68037,68,47.9588135,7.380912,Auto-généré depuis GeoJSON
Burnhaupt-le-Bas,Burnhaupt-le-Bas,68059,68,47.7170438,7.1529541,Auto-généré depuis GeoJSON
Hecken,Hecken,68125,68,47.6940599,7.1133318,Auto-généré depuis GeoJSON
Jettingen,Jettingen,68158,68,47.5905073,7.3738646,Auto-généré depuis GeoJSON
Landser,Landser,68174,68,47.6901509,7.3820304,Auto-généré depuis GeoJSON
Obersaasheim,Obersaasheim,68246,68,47.986145,7.5542453,Auto-généré depuis GeoJSON
Schweighouse-Thann,Schweighouse-Thann,68302,68,47.7549759,7.1784223,Auto-généré depuis GeoJSON
Colmar,Colmar,68066,68,48.1203322,7.39416,Auto-généré depuis GeoJSON
Griesbach-au-Val,Griesbach-au-Val,68109,68,48.0264399,7.1699626,Auto-généré depuis GeoJSON
Kruth,Kruth,68171,68,47.9548213,6.9614633,Auto-généré depuis GeoJSON
Rixheim,Rixheim,68278,68,47.7441074,7.4030965,Auto-généré depuis GeoJSON
Saint-Hippolyte,Saint-Hippolyte,68296,68,48.2375929,7.3485541,Auto-généré depuis GeoJSON
Seppois-le-Bas,Seppois-le-Bas,68305,68,47.5357016,7.1666404,Auto-généré depuis GeoJSON
Winkel,Winkel,68373,68,47.4612275,7.2596406,Auto-généré depuis GeoJSON
Hochstatt,Hochstatt,68141,68,47.7096971,7.2667503,Auto-généré depuis GeoJSON
Ruelisheim,Ruelisheim,68289,68,47.8250518,7.3408964,Auto-généré depuis GeoJSON
Fellering,Fellering,68089,68,47.9190172,6.9698598,Auto-généré depuis GeoJSON
Lautenbachzell,Lautenbachzell,68178,68,47.9243945,7.1018611,Auto-généré depuis GeoJSON
Leymen,Leymen,68182,68,47.5038441,7.481522,Auto-généré depuis GeoJSON
Mitzach,Mitzach,68211,68,47.8607807,6.9996354,Auto-généré depuis GeoJSON
Munwiller,Munwiller,68228,68,47.9366631,7.3499079,Auto-généré depuis GeoJSON
Illzach,Illzach,68154,68,47.776216,7.3616064,Auto-généré depuis GeoJSON
Saint-Ulrich,Saint-Ulrich,68299,68,47.5910502,7.1158517,Auto-généré depuis GeoJSON
Weckolsheim,Weckolsheim,68360,68,48.0031409,7.4977656,Auto-généré depuis GeoJSON
Dolleren,Dolleren,68073,68,47.7930362,6.9137883,Auto-généré depuis GeoJSON
Romagny,Romagny,68282,68,47.6074146,7.068963,Auto-généré depuis GeoJSON
Bennwihr,Bennwihr,68026,68,48.1379071,7.3428111,Auto-généré depuis GeoJSON
Berrwiller,Berrwiller,68032,68,47.8446549,7.21593,Auto-généré depuis GeoJSON
Ferrette,Ferrette,68090,68,47.4940794,7.3146314,Auto-généré depuis GeoJSON
Sainte-Croix-en-Plaine,Sainte-Croix-en-Plaine,68295,68,48.0119278,7.3945341,Auto-généré depuis GeoJSON
Bergheim,Bergheim,68028,68,48.2141453,7.3574383,Auto-généré depuis GeoJSON
Buhl,Buhl,68058,68,47.9243621,7.1789158,Auto-généré depuis GeoJSON
Courtavon,Courtavon,68067,68,47.4719234,7.203869,Auto-généré depuis GeoJSON
Hartmannswiller,Hartmannswiller,68122,68,47.8587446,7.1986231,Auto-généré depuis GeoJSON
Muhlbach-sur-Munster,Muhlbach-sur-Munster,68223,68,48.0268478,7.0624153,Auto-généré depuis GeoJSON
Muntzenheim,Muntzenheim,68227,68,48.0975213,7.467513,Auto-généré depuis GeoJSON
Soppe-le-Bas,Soppe-le-Bas,68313,68,47.7174791,7.091295,Auto-généré depuis GeoJSON
Buschwiller,Buschwiller,68061,68,47.5570558,7.501118,Auto-généré depuis GeoJSON
Porte du Ried,Porte du Ried,68143,68,48.1209423,7.4281226,Auto-généré depuis GeoJSON
Malmerspach,Malmerspach,68199,68,47.859447,7.0241129,Auto-généré depuis GeoJSON
Seppois-le-Haut,Seppois-le-Haut,68306,68,47.5335973,7.1937262,Auto-généré depuis GeoJSON
Luttenbach-près-Munster,Luttenbach-près-Munster,68193,68,48.0076395,7.1238094,Auto-généré depuis GeoJSON
Sternenberg,Sternenberg,68326,68,47.6948626,7.0892179,Auto-généré depuis GeoJSON
Guebwiller,Guebwiller,68112,68,47.9098111,7.2066498,Auto-généré depuis GeoJSON
Rammersmatt,Rammersmatt,68261,68,47.7972578,7.0583234,Auto-généré depuis GeoJSON
Wickerschwihr,Wickerschwihr,68366,68,48.1125417,7.4401846,Auto-généré depuis GeoJSON
Hégenheim,Hégenheim,68126,68,47.5614505,7.5246741,Auto-généré depuis GeoJSON
Mertzen,Mertzen,68202,68,47.5870036,7.1277247,Auto-généré depuis GeoJSON
Hohrod,Hohrod,68142,68,48.0641273,7.1307664,Auto-généré depuis GeoJSON
Friesen,Friesen,68098,68,47.5608977,7.153391,Auto-généré depuis GeoJSON
Sundhoffen,Sundhoffen,68331,68,48.0447119,7.4224858,Auto-généré depuis GeoJSON
Thann,Thann,68334,68,47.8171055,7.098003,Auto-généré depuis GeoJSON
Urbès,Urbès,68344,68,47.879946,6.9282663,Auto-généré depuis GeoJSON
Vogelgrun,Vogelgrun,68351,68,48.0133716,7.5818866,Auto-généré depuis GeoJSON
Battenheim,Battenheim,68022,68,47.8204006,7.4182877,Auto-généré depuis GeoJSON
Ensisheim,Ensisheim,68082,68,47.85337,7.3670764,Auto-généré depuis GeoJSON
Huningue,Huningue,68149,68,47.5877187,7.578737,Auto-généré depuis GeoJSON
Obermorschwihr,Obermorschwihr,68244,68,48.0218074,7.296082,Auto-généré depuis GeoJSON
Stosswihr,Stosswihr,68329,68,48.0534423,7.0595538,Auto-généré depuis GeoJSON
Wittelsheim,Wittelsheim,68375,68,47.7962287,7.2423743,Auto-généré depuis GeoJSON
Zimmersheim,Zimmersheim,68386,68,47.7186787,7.3809457,Auto-généré depuis GeoJSON
Ammerschwihr,Ammerschwihr,68005,68,48.1183229,7.2627516,Auto-généré depuis GeoJSON
Durrenentzen,Durrenentzen,68076,68,48.0932308,7.5082539,Auto-généré depuis GeoJSON
Illfurth,Illfurth,68152,68,47.675914,7.2658996,Auto-généré depuis GeoJSON
Orbey,Orbey,68249,68,48.1160209,7.1378301,Auto-généré depuis GeoJSON
Réguisheim,Réguisheim,68266,68,47.8905036,7.3675348,Auto-généré depuis GeoJSON
Kœstlach,Kœstlach,68169,68,47.511506,7.2691344,Auto-généré depuis GeoJSON
Ungersheim,Ungersheim,68343,68,47.8667205,7.2974042,Auto-généré depuis GeoJSON
Jungholtz,Jungholtz,68159,68,47.8897461,7.1895086,Auto-généré depuis GeoJSON
Lutter,Lutter,68194,68,47.4577774,7.3709299,Auto-généré depuis GeoJSON
Tagolsheim,Tagolsheim,68332,68,47.6558488,7.2641726,Auto-généré depuis GeoJSON
Thannenkirch,Thannenkirch,68335,68,48.2314215,7.294528,Auto-généré depuis GeoJSON
Artzenheim,Artzenheim,68009,68,48.1121506,7.5468674,Auto-généré depuis GeoJSON
Durlinsdorf,Durlinsdorf,68074,68,47.4899259,7.2361857,Auto-généré depuis GeoJSON
Hésingue,Hésingue,68135,68,47.5794753,7.5139702,Auto-généré depuis GeoJSON
Niffer,Niffer,68238,68,47.7130874,7.4934236,Auto-généré depuis GeoJSON
Vieux-Thann,Vieux-Thann,68348,68,47.8030443,7.1253844,Auto-généré depuis GeoJSON
Wolschwiller,Wolschwiller,68380,68,47.4558493,7.4052351,Auto-généré depuis GeoJSON
Hattstatt,Hattstatt,68123,68,48.0129396,7.2795514,Auto-généré depuis GeoJSON
Husseren-Wesserling,Husseren-Wesserling,68151,68,47.8794233,6.9837614,Auto-généré depuis GeoJSON
Michelbach-le-Haut,Michelbach-le-Haut,68208,68,47.5618537,7.4363482,Auto-généré depuis GeoJSON
Mittelwihr,Mittelwihr,68209,68,48.1502171,7.3092809,Auto-généré depuis GeoJSON
Oberentzen,Oberentzen,68241,68,47.9406449,7.3733804,Auto-généré depuis GeoJSON
Wolfgantzen,Wolfgantzen,68379,68,48.0291499,7.4991673,Auto-généré depuis GeoJSON
Bitschwiller-lès-Thann,Bitschwiller-lès-Thann,68040,68,47.8266968,7.068068,Auto-généré depuis GeoJSON
Morschwiller-le-Bas,Morschwiller-le-Bas,68218,68,47.7348942,7.2641823,Auto-généré depuis GeoJSON
Sentheim,Sentheim,68304,68,47.7547288,7.0472526,Auto-généré depuis GeoJSON
Storckensohn,Storckensohn,68328,68,47.8638194,6.9396883,Auto-généré depuis GeoJSON
Traubach-le-Bas,Traubach-le-Bas,68336,68,47.6563082,7.0879864,Auto-généré depuis GeoJSON
Wildenstein,Wildenstein,68370,68,47.9883458,6.964196,Auto-généré depuis GeoJSON
Hettenschlag,Hettenschlag,68136,68,48.0064931,7.4589746,Auto-généré depuis GeoJSON
Moosch,Moosch,68217,68,47.8457439,7.0275183,Auto-généré depuis GeoJSON
Baldersheim,Baldersheim,68015,68,47.8010007,7.3943871,Auto-généré depuis GeoJSON
Frœningen,Frœningen,68099,68,47.6965977,7.2598997,Auto-généré depuis GeoJSON
Largitzen,Largitzen,68176,68,47.5604419,7.1910733,Auto-généré depuis GeoJSON
Masevaux-Niederbruck,Masevaux-Niederbruck,68201,68,47.7848851,6.9958083,Auto-généré depuis GeoJSON
Steinbach,Steinbach,68322,68,47.8247712,7.1352096,Auto-généré depuis GeoJSON
Steinbrunn-le-Bas,Steinbrunn-le-Bas,68323,68,47.6768589,7.3667843,Auto-généré depuis GeoJSON
Niederentzen,Niederentzen,68234,68,47.9430166,7.4054623,Auto-généré depuis GeoJSON
Werentzhouse,Werentzhouse,68363,68,47.5183589,7.3566147,Auto-généré depuis GeoJSON
Lautenbach,Lautenbach,68177,68,47.9499919,7.175068,Auto-généré depuis GeoJSON
Rumersheim-le-Haut,Rumersheim-le-Haut,68291,68,47.8529827,7.5264564,Auto-généré depuis GeoJSON
Volgelsheim,Volgelsheim,68352,68,48.0235008,7.541384,Auto-généré depuis GeoJSON
Dessenheim,Dessenheim,68069,68,47.9763644,7.4802498,Auto-généré depuis GeoJSON
Hagenbach,Hagenbach,68119,68,47.6476326,7.1629286,Auto-généré depuis GeoJSON
Schwoben,Schwoben,68303,68,47.6054986,7.2965752,Auto-généré depuis GeoJSON
Village-Neuf,Village-Neuf,68349,68,47.6111447,7.5705146,Auto-généré depuis GeoJSON
Wintzenheim,Wintzenheim,68374,68,48.0628607,7.2742177,Auto-généré depuis GeoJSON
Montreux-Vieux,Montreux-Vieux,68215,68,47.6216527,7.0207215,Auto-généré depuis GeoJSON
Sondersdorf,Sondersdorf,68312,68,47.4767155,7.3295002,Auto-généré depuis GeoJSON
Bretten,Bretten,68052,68,47.7060838,7.063393,Auto-généré depuis GeoJSON
Feldkirch,Feldkirch,68088,68,47.8591806,7.2727657,Auto-généré depuis GeoJSON
Gundolsheim,Gundolsheim,68116,68,47.9284413,7.2979967,Auto-généré depuis GeoJSON
Haut Soultzbach,Haut Soultzbach,68219,68,47.7352191,7.0473247,Auto-généré depuis GeoJSON
Pfetterhouse,Pfetterhouse,68257,68,47.5061895,7.1705032,Auto-généré depuis GeoJSON
Cernay,Cernay,68063,68,47.7918445,7.1809938,Auto-généré depuis GeoJSON
Elbach,Elbach,68079,68,47.6420758,7.0695903,Auto-généré depuis GeoJSON
Guewenheim,Guewenheim,68115,68,47.7504639,7.0907932,Auto-généré depuis GeoJSON
Herrlisheim-près-Colmar,Herrlisheim-près-Colmar,68134,68,48.0212545,7.3205197,Auto-généré depuis GeoJSON
Katzenthal,Katzenthal,68161,68,48.1061152,7.2817508,Auto-généré depuis GeoJSON
Niederhergheim,Niederhergheim,68235,68,47.9913086,7.3824066,Auto-généré depuis GeoJSON
Rimbach-près-Masevaux,Rimbach-près-Masevaux,68275,68,47.837539,6.9448328,Auto-généré depuis GeoJSON
Uffheim,Uffheim,68341,68,47.6418594,7.4384725,Auto-généré depuis GeoJSON
Bergholtzzell,Bergholtzzell,68030,68,47.9282086,7.2219404,Auto-généré depuis GeoJSON
Mœrnach,Mœrnach,68212,68,47.5098107,7.2448376,Auto-généré depuis GeoJSON
Soultzbach-les-Bains,Soultzbach-les-Bains,68316,68,48.0259082,7.2021565,Auto-généré depuis GeoJSON
Wittenheim,Wittenheim,68376,68,47.8068946,7.3165976,Auto-généré depuis GeoJSON
Eschentzwiller,Eschentzwiller,68084,68,47.7081296,7.3900529,Auto-généré depuis GeoJSON
Gildwiller,Gildwiller,68105,68,47.6975499,7.1352135,Auto-généré depuis GeoJSON
Kingersheim,Kingersheim,68166,68,47.7882986,7.3097588,Auto-généré depuis GeoJSON
Pfaffenheim,Pfaffenheim,68255,68,47.998199,7.2536995,Auto-généré depuis GeoJSON
Sierentz,Sierentz,68309,68,47.6611263,7.4626253,Auto-généré depuis GeoJSON
Willer,Willer,68371,68,47.581045,7.3243266,Auto-généré depuis GeoJSON
Hirsingue,Hirsingue,68138,68,47.5825033,7.2480834,Auto-généré depuis GeoJSON
Rorschwihr,Rorschwihr,68285,68,48.2197596,7.3646678,Auto-généré depuis GeoJSON
Breitenbach-Haut-Rhin,Breitenbach-Haut-Rhin,68051,68,48.0148672,7.1048942,Auto-généré depuis GeoJSON
Linthal,Linthal,68188,68,47.9527758,7.0857339,Auto-généré depuis GeoJSON
Ballersdorf,Ballersdorf,68017,68,47.617275,7.150867,Auto-généré depuis GeoJSON
Bergholtz,Bergholtz,68029,68,47.9216606,7.244993,Auto-généré depuis GeoJSON
Bourbach-le-Bas,Bourbach-le-Bas,68045,68,47.7714073,7.056846,Auto-généré depuis GeoJSON
Bréchaumont,Bréchaumont,68050,68,47.665147,7.0604952,Auto-généré depuis GeoJSON
Grussenheim,Grussenheim,68110,68,48.1477555,7.4880255,Auto-généré depuis GeoJSON
Heimsbrunn,Heimsbrunn,68129,68,47.7250884,7.2221914,Auto-généré depuis GeoJSON
Kœtzingue,Kœtzingue,68170,68,47.6484899,7.3901833,Auto-généré depuis GeoJSON
Raedersheim,Raedersheim,68260,68,47.8820801,7.2731002,Auto-généré depuis GeoJSON
Saint-Bernard,Saint-Bernard,68081,68,47.665458,7.2059948,Auto-généré depuis GeoJSON
Roderen,Roderen,68279,68,47.7782596,7.0882594,Auto-généré depuis GeoJSON
Ruederbach,Ruederbach,68288,68,47.556638,7.2577809,Auto-généré depuis GeoJSON
Algolsheim,Algolsheim,68001,68,48.0039724,7.5456551,Auto-généré depuis GeoJSON
Carspach,Carspach,68062,68,47.6221763,7.1941469,Auto-généré depuis GeoJSON
Chavannes-sur-l'Étang,Chavannes-sur-l'Étang,68065,68,47.6416104,7.0325283,Auto-généré depuis GeoJSON
Geispitzen,Geispitzen,68103,68,47.6729556,7.4390669,Auto-généré depuis GeoJSON
Munster,Munster,68226,68,48.0421921,7.1415744,Auto-généré depuis GeoJSON
Rombach-le-Franc,Rombach-le-Franc,68283,68,48.2935524,7.2442006,Auto-généré depuis GeoJSON
Saint-Cosme,Saint-Cosme,68293,68,47.6789083,7.0492461,Auto-généré depuis GeoJSON
Saint-Louis,Saint-Louis,68297,68,47.5984304,7.5401383,Auto-généré depuis GeoJSON
Wentzwiller,Wentzwiller,68362,68,47.5490135,7.4702887,Auto-généré depuis GeoJSON
Manspach,Manspach,68200,68,47.6097574,7.0874329,Auto-généré depuis GeoJSON
Riquewihr,Riquewihr,68277,68,48.1804686,7.2653558,Auto-généré depuis GeoJSON
Spechbach,Spechbach,68320,68,47.6784338,7.2236464,Auto-généré depuis GeoJSON
Bonhomme,Bonhomme,68044,68,48.1618885,7.0994663,Auto-généré depuis GeoJSON
Chalampé,Chalampé,68064,68,47.8342926,7.549174,Auto-généré depuis GeoJSON
Diefmatten,Diefmatten,68071,68,47.7061229,7.0966599,Auto-généré depuis GeoJSON
Fréland,Fréland,68097,68,48.1815338,7.1871252,Auto-généré depuis GeoJSON
Liebenswiller,Liebenswiller,68183,68,47.5027839,7.4493662,Auto-généré depuis GeoJSON
Magny,Magny,68196,68,47.6072345,7.0474633,Auto-généré depuis GeoJSON
Rimbach-près-Guebwiller,Rimbach-près-Guebwiller,68274,68,47.9039701,7.1634421,Auto-généré depuis GeoJSON
Schlierbach,Schlierbach,68301,68,47.6808318,7.4199119,Auto-généré depuis GeoJSON
Bernwiller,Bernwiller,68006,68,47.6994336,7.1820113,Auto-généré depuis GeoJSON
Eguisheim,Eguisheim,68078,68,48.0344126,7.2952103,Auto-généré depuis GeoJSON
Fislis,Fislis,68092,68,47.5156529,7.3847649,Auto-généré depuis GeoJSON
Geishouse,Geishouse,68102,68,47.8880874,7.0754113,Auto-généré depuis GeoJSON
Munchhouse,Munchhouse,68225,68,47.8583818,7.4458591,Auto-généré depuis GeoJSON
Orschwihr,Orschwihr,68250,68,47.9362312,7.2287819,Auto-généré depuis GeoJSON
Roppentzwiller,Roppentzwiller,68284,68,47.5371835,7.3294499,Auto-généré depuis GeoJSON
Sainte-Croix-aux-Mines,Sainte-Croix-aux-Mines,68294,68,48.263296,7.2084969,Auto-généré depuis GeoJSON
Sewen,Sewen,68307,68,47.806361,6.8857489,Auto-généré depuis GeoJSON
Wolfersdorf,Wolfersdorf,68378,68,47.6445636,7.1104732,Auto-généré depuis GeoJSON
Bellemagny,Bellemagny,68024,68,47.6913848,7.0552817,Auto-généré depuis GeoJSON
Steinbrunn-le-Haut,Steinbrunn-le-Haut,68324,68,47.660958,7.3404272,Auto-généré depuis GeoJSON
Wuenheim,Wuenheim,68381,68,47.8710013,7.1856856,Auto-généré depuis GeoJSON
Blodelsheim,Blodelsheim,68041,68,47.8826971,7.5204747,Auto-généré depuis GeoJSON
Geiswasser,Geiswasser,68104,68,47.9792323,7.6012999,Auto-généré depuis GeoJSON
Wasserbourg,Wasserbourg,68358,68,47.9973678,7.153374,Auto-généré depuis GeoJSON
Bartenheim,Bartenheim,68021,68,47.6378196,7.4914415,Auto-généré depuis GeoJSON
Emlingen,Emlingen,68080,68,47.6293158,7.2895046,Auto-généré depuis GeoJSON
Luemschwiller,Luemschwiller,68191,68,47.6568107,7.2960377,Auto-généré depuis GeoJSON
Wattwiller,Wattwiller,68359,68,47.8455741,7.1711007,Auto-généré depuis GeoJSON
Heiwiller,Heiwiller,68131,68,47.6260271,7.3234881,Auto-généré depuis GeoJSON
Oberhergheim,Oberhergheim,68242,68,47.9716907,7.3916302,Auto-généré depuis GeoJSON
Aspach-le-Bas,Aspach-le-Bas,68011,68,47.7690385,7.1503591,Auto-généré depuis GeoJSON
Franken,Franken,68096,68,47.5947116,7.3540881,Auto-généré depuis GeoJSON
Gueberschwihr,Gueberschwihr,68111,68,48.0090944,7.2542778,Auto-généré depuis GeoJSON
Heiteren,Heiteren,68130,68,47.9599969,7.549332,Auto-généré depuis GeoJSON
Rustenhart,Rustenhart,68290,68,47.9380319,7.4842537,Auto-généré depuis GeoJSON
Baltzenheim,Baltzenheim,68019,68,48.0995843,7.5495347,Auto-généré depuis GeoJSON
